process,order,label,method,phase,iteration,seconds,count,hash
1,CA,g1_p01_a1,A,repeat16,9,0.14997464100451907,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,10,0.15217467800539453,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,11,0.15181312800268643,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,12,0.1518172069991124,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,13,0.15010748300119303,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,14,0.1516755929987994,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,A,repeat16,15,0.15013350500521483,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,0,0.1645833969960222,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,1,0.16478397099854192,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,2,0.1649337469934835,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,3,0.16518502599501517,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,4,0.16459737200057134,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,5,0.16477889000088908,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,6,0.16686916499747895,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,7,0.16609383699687896,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,8,0.1653707410005154,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,9,0.16496771600213833,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,10,0.16440952699485933,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,11,0.16469221499573905,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,12,0.16466566899907775,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,13,0.16821827300009318,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,14,0.1645578499956173,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,CA,g1_p01_a1,C,repeat16,15,0.1648157000017818,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,warmup,0,0.18940853399544721,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,warmup,1,0.157739827001933,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,0,0.15513369900145335,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,1,0.1558834020033828,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,2,0.15913818700209958,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,3,0.15662256100040395,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,4,0.15677028500067536,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,5,0.15740440699300962,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,6,0.1564965029974701,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,7,0.15645213500101818,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,A,retained,8,0.15628576100425562,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,warmup,0,0.6866795479945722,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,warmup,1,0.1715646319935331,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,0,0.17190703600499546,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,1,0.17161818600288825,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,2,0.1717014809983084,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,3,0.17400060200452572,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,4,0.17162131200166186,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,5,0.1712182519986527,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,6,0.16998270300246077,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,7,0.17084450900438242,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,retained,8,0.17130155899940291,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,0,0.17075442399800522,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,AC,g1_p02_a1,C,repeat16,1,0.17138798000087263,3926078,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
