block,process,cell,method,phase,iteration,position,seconds,output_sha256
primary,1,k4,F8,warmup,1,0,0.05493168700195383,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,warmup,1,1,0.06166650299564935,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,0,0,0.059675473006791435,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,0,1,0.05486069399921689,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,1,0,0.05471457100065891,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,1,1,0.05976621899753809,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,2,0,0.05940802000986878,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,2,1,0.05562542998814024,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,3,0,0.055130232009105384,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,3,1,0.05966386600630358,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,4,0,0.05949879599211272,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,4,1,0.05471879299147986,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F8,retained,5,0,0.0544658260041615,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k4,F16,retained,5,1,0.05944066200754605,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,1,k1024,F8,warmup,0,0,2.33369269099785,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,warmup,0,1,2.296216104994528,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,warmup,1,0,2.2915424130042084,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,warmup,1,1,2.320823214002303,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,0,0,2.3240132799983257,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,0,1,2.291191867989255,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,1,0,2.2917791130021214,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,1,1,2.320874515004107,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,2,0,2.326518658999703,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,2,1,2.294385663990397,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,3,0,2.2898563609924167,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,3,1,2.3223669650033116,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,4,0,2.324298599996837,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,4,1,2.2914224410051247,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F16,retained,5,0,2.2884243599983165,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k1024,F8,retained,5,1,2.3265223110065563,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,1,k256,F16,warmup,0,0,0.5590742399945157,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,warmup,0,1,0.5659866739879362,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,warmup,1,0,0.567698783997912,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,warmup,1,1,0.5596217010024702,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,0,0,0.5593138129916042,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,0,1,0.5642948809982045,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,1,0,0.5630758299957961,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,1,1,0.5596075409994228,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,2,0,0.5586067090043798,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,2,1,0.5626443590008421,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,3,0,0.5652950849907938,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,3,1,0.5600211849960033,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,4,0,0.5608019289938966,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,4,1,0.5660576179943746,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F8,retained,5,0,0.5638761589943897,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,k256,F16,retained,5,1,0.5598371069936547,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,1,original,F8,warmup,0,0,0.1574945519969333,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,warmup,0,1,0.165678837991436,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,warmup,1,0,0.1623809200100368,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,warmup,1,1,0.15929248998872936,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,0,0,0.16144519999215845,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,0,1,0.16224589599005412,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,1,0,0.16033991301083006,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,1,1,0.16000626599998213,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,2,0,0.15889437799341977,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,2,1,0.1620827000006102,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,3,0,0.16212050500325859,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,3,1,0.16061659499246161,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,4,0,0.15970746999664698,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,4,1,0.1616111799958162,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,retained,5,0,0.1629845400020713,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,retained,5,1,0.1601270320097683,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,k64,F16,warmup,0,0,0.16159196400258224,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,warmup,0,1,0.1566905429936014,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,warmup,1,0,0.1576398899924243,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,warmup,1,1,0.16017322101106402,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,0,0,0.15956821500731166,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,0,1,0.1566223639965756,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,1,0,0.15861023099569138,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,1,1,0.15873921199818142,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,2,0,0.1592270399996778,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,2,1,0.15724168300221208,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,3,0,0.15758702300081495,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,3,1,0.15908875099557918,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,4,0,0.1593167710088892,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,4,1,0.15657420799834654,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,retained,5,0,0.1569186939887004,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,retained,5,1,0.15940796199720353,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k16,F8,warmup,0,0,0.08138654699723702,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,warmup,0,1,0.07843064100597985,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,warmup,1,0,0.07656758801022079,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,warmup,1,1,0.07187152300321031,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,0,0,0.0715199159894837,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,0,1,0.07549114800349344,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,1,0,0.07538818899774924,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,1,1,0.07080879699788056,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,2,0,0.0708818830025848,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,2,1,0.07553301399457268,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,3,0,0.07542492699576542,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,3,1,0.07091892500466201,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,4,0,0.07092682000075001,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,4,1,0.07532184600131586,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,retained,5,0,0.07526642300945241,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,retained,5,1,0.07063513599860016,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k64,F8,warmup,0,0,0.1859471189964097,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,warmup,0,1,0.5968669099966064,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,warmup,1,0,0.15598017199954484,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,warmup,1,1,0.15376380601082928,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,0,0,0.15340919900336303,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,0,1,0.15594658099871594,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,1,0,0.15610252899932675,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,1,1,0.15325631300220266,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,2,0,0.15574107501015533,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,2,1,0.15794181400269736,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,3,0,0.1556839900003979,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,3,1,0.15334688998700585,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,4,0,0.15301441500196233,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,4,1,0.1562762789981207,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,retained,5,0,0.15577089200087357,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,retained,5,1,0.15347842901246622,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,original,F16,warmup,0,0,0.16119461800553836,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,warmup,0,1,0.15581456199288368,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,warmup,1,0,0.15541958699759562,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,warmup,1,1,0.15799868499743752,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,0,0,0.1584843619930325,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,0,1,0.15589409400126897,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,1,0,0.15578280499903485,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,1,1,0.15793836800730787,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,2,0,0.15876987999945413,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,2,1,0.15629250700294506,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,3,0,0.15620549899176694,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,3,1,0.1584591840073699,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,4,0,0.15856949999579228,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,4,1,0.15587697499722708,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,retained,5,0,0.15572262500063516,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,retained,5,1,0.15852932501002215,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,k256,F8,warmup,0,0,0.5682431989989709,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,warmup,0,1,0.5604382500023348,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,warmup,1,0,0.5618839759990806,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,warmup,1,1,0.56540903300629,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,0,0,0.566532892989926,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,0,1,0.5625215460022446,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,1,0,0.564627298997948,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,1,1,0.5631652180018136,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,2,0,0.5674009170033969,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,2,1,0.5603870039922185,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,3,0,0.5601214519992936,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,3,1,0.5640680950018577,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,4,0,0.5639989579940448,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,4,1,0.5616826820041751,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F16,retained,5,0,0.5607656840002164,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k256,F8,retained,5,1,0.5641672360070515,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
primary,2,k1024,F16,warmup,0,0,2.2911510560079478,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,warmup,0,1,2.3164574789989274,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,warmup,1,0,2.3171289570018416,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,warmup,1,1,2.285101281988318,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,0,0,2.2824880789994495,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,0,1,2.3187625930004288,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,1,0,2.3191300600010436,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,1,1,2.2860129319888074,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,2,0,2.2840685289993417,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,2,1,2.321861925011035,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,3,0,2.3206688200007193,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,3,1,2.287889612998697,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,4,0,2.289077177993022,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,4,1,2.3213915649976116,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F8,retained,5,0,2.3188640720036346,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k1024,F16,retained,5,1,2.2854545159934787,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
primary,2,k4,F8,warmup,0,0,0.0553511449979851,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,warmup,0,1,0.06115471001248807,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,warmup,1,0,0.0588074580009561,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,warmup,1,1,0.05366616499668453,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,0,0,0.053885184999671765,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,0,1,0.058615774993086234,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,1,0,0.05866297100146767,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,1,1,0.05367066200415138,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,2,0,0.05366630600474309,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,2,1,0.058620227995561436,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,3,0,0.058803277992410585,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,3,1,0.05376089700439479,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,4,0,0.053652664995752275,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,4,1,0.05860805499833077,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F16,retained,5,0,0.05869076699309517,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k4,F8,retained,5,1,0.05345244400086813,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
primary,2,k16,F16,warmup,0,0,0.07845225199707784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,warmup,0,1,0.07049881099374034,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,warmup,1,0,0.06997370900353417,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,warmup,1,1,0.07453779700153973,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,0,0,0.07450259299366735,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,0,1,0.06992560499929823,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,1,0,0.07001869799569249,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,1,1,0.07455936601036228,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,2,0,0.07439367999904789,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,2,1,0.06985841399000492,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,3,0,0.06984640999871772,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,3,1,0.07439085800433531,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,4,0,0.07455922900408041,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,4,1,0.06995868599915411,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F8,retained,5,0,0.07044175600458402,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k16,F16,retained,5,1,0.07453937201353256,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,3,k64,F16,warmup,0,0,0.6088066349911969,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,warmup,0,1,0.18987140299577732,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F8,warmup,1,0,0.18530661100521684,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,warmup,1,1,0.15988814400043339,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,3,k64,F16,retained,0,0,0.15681174999917857,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
