cell,method,process,repetition,query_seconds,output_count,output_sha256,peak_allocated_bytes,peak_reserved_bytes,output_finalize_seconds,batches
k64,project64,0,2,0.052753479991224594,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,695290368,734003200,0.004098801000509411,78
k64,project64,0,3,0.05110974000126589,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,695290368,734003200,0.004073732998222113,78
k64,packed16,0,0,0.047910579000017606,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,750727680,792723456,0.004276742009096779,62
k64,packed16,0,1,0.047606193998944946,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,750727680,792723456,0.004133111011469737,62
k64,packed16,0,2,0.04783270000189077,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,750727680,792723456,0.004138379008509219,62
k64,packed16,0,3,0.04751783999381587,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,750727680,792723456,0.004138253993005492,62
k64,sequential,0,0,0.05755524001142476,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,703663104,744488960,0.0052580549963749945,108
k64,sequential,0,1,0.05594649900740478,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,703663104,744488960,0.004187539991107769,108
k64,sequential,0,2,0.05616724900028203,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,703663104,744488960,0.004163916004472412,108
k64,sequential,0,3,0.055789520003600046,3862998,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80,703663104,744488960,0.004194230001303367,108
