COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "-u", "src/runner.py", "--index", "1"]
{"layout": "clustered", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.7085194630053593, "inner_seconds": 0.6217388260047301}
{"layout": "clustered", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.24795472600089852, "inner_seconds": 0.16315760200086515}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.24879017200146336, "inner_seconds": 0.1640044560044771}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.24734402000467526, "inner_seconds": 0.16269819700391963}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.2470184199992218, "inner_seconds": 0.16224944100395078}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.2463911829981953, "inner_seconds": 0.16178403399680974}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.24998438500188058, "inner_seconds": 0.16517503099748865}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.24796621899440652, "inner_seconds": 0.16321347099437844}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 6, "seconds": 0.24712129900581203, "inner_seconds": 0.1620160809980007}
{"layout": "clustered", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.2560962269999436, "inner_seconds": 0.17098764900583774}
{"layout": "clustered", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.24491668999689864, "inner_seconds": 0.15988229399954434}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24593648700101767, "inner_seconds": 0.16110947899869643}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.2426993359986227, "inner_seconds": 0.15806302599958144}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.2423738079960458, "inner_seconds": 0.15762134100077674}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24281923999660648, "inner_seconds": 0.1582919819993549}
