COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "-u", "src/runner.py", "--index", "4"]
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.24635255100292852, "inner_seconds": 0.16131660500104772}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.24519818399858195, "inner_seconds": 0.16043402300419984}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.2458252159995027, "inner_seconds": 0.16073336700355867}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.24475969099876238, "inner_seconds": 0.15977479399589356}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.24482567700033542, "inner_seconds": 0.15952099899732275}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.24503114700200967, "inner_seconds": 0.15991887400014093}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.24453236300178105, "inner_seconds": 0.15940871900238562}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.24469041699921945, "inner_seconds": 0.15944482700433582}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.24438278199522756, "inner_seconds": 0.15931654500309378}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.2443669550048071, "inner_seconds": 0.15918415499618277}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.24798123499931535, "inner_seconds": 0.16239106700231787}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 0, "seconds": 0.24926144600613043, "inner_seconds": 0.1640622590057319}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 1, "seconds": 0.24958471699937945, "inner_seconds": 0.1643187330046203}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 2, "seconds": 0.24986616800015327, "inner_seconds": 0.16480831999797374}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 3, "seconds": 0.24956380300136516, "inner_seconds": 0.16424683300283505}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 4, "seconds": 0.24917278200155124, "inner_seconds": 0.16400873199745547}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.25003114200080745, "inner_seconds": 0.1642564800058608}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.24936449899541913, "inner_seconds": 0.1644148990017129}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.24960633499722462, "inner_seconds": 0.16409055599797284}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.24732172900257865, "inner_seconds": 0.16225161899637897}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.2470545860051061, "inner_seconds": 0.16166746000089915}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.24654696299694479, "inner_seconds": 0.1613479199950234}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.2465737650054507, "inner_seconds": 0.1611460510030156}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.24626902700401843, "inner_seconds": 0.16106670499721076}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.24664323599427007, "inner_seconds": 0.16139445199951297}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.24601348100259202, "inner_seconds": 0.16097941000043647}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.24643393499718513, "inner_seconds": 0.16119573499599937}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 0, "seconds": 0.2461874180007726, "inner_seconds": 0.16113095000036992}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 1, "seconds": 0.24410505400010152, "inner_seconds": 0.1582244110031752}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 2, "seconds": 0.2431926069984911, "inner_seconds": 0.1575885259953793}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 3, "seconds": 0.24266803199861897, "inner_seconds": 0.1585823409986915}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 4, "seconds": 0.24184869999589864, "inner_seconds": 0.15810051299922634}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.2424805810005637, "inner_seconds": 0.1583606569984113}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.24222377000114648, "inner_seconds": 0.15796751800371567}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.24632256400218466, "inner_seconds": 0.16148127099586418}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.24253103099908913, "inner_seconds": 0.15808332899905508}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.24328837299981387, "inner_seconds": 0.15843716800009133}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.24291491199983284, "inner_seconds": 0.15829781400680076}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.24310749199503334, "inner_seconds": 0.15813884099770803}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.24332253399916226, "inner_seconds": 0.1582398460013792}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.24249623099603923, "inner_seconds": 0.15793961800227407}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.24288030000025174, "inner_seconds": 0.15792973000498023}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.2433823579995078, "inner_seconds": 0.15816533099859953}
{"index": 4, "pass": true, "calls": 102}
