COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "-u", "src/runner.py", "--index", "5"]
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.23997990000498248, "inner_seconds": 0.1551366700005019}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.24157606499647954, "inner_seconds": 0.15650690499751363}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.24046437999641057, "inner_seconds": 0.1557041459964239}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.24145133000274654, "inner_seconds": 0.156250487001671}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.24054292899381835, "inner_seconds": 0.15574734099936904}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.24032239300140645, "inner_seconds": 0.15557944600004703}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 0, "seconds": 0.2448675940031535, "inner_seconds": 0.15968483900360297}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 1, "seconds": 0.24323214600008214, "inner_seconds": 0.15858841400040546}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 2, "seconds": 0.243581216003804, "inner_seconds": 0.15842361500108382}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 3, "seconds": 0.24375194699678104, "inner_seconds": 0.15891187099623494}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 4, "seconds": 0.24381144200015115, "inner_seconds": 0.15892331299983198}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.2430244409988518, "inner_seconds": 0.15828112400049577}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.24760559399874182, "inner_seconds": 0.16287514699797612}
{"layout": "original", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.24408374799531884, "inner_seconds": 0.1594047730031889}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.2437448589989799, "inner_seconds": 0.15954246100591263}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.24301142399781384, "inner_seconds": 0.15877525100222556}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.24296358800347662, "inner_seconds": 0.15867216400511097}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.24243351299810456, "inner_seconds": 0.15837860600004205}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.24265963000652846, "inner_seconds": 0.15818890200171154}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.24252491299557732, "inner_seconds": 0.15855637200002093}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.24293774800025858, "inner_seconds": 0.1580904080037726}
{"layout": "clustered", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.2429856699964148, "inner_seconds": 0.15888923699822044}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 0, "seconds": 0.24571579099574592, "inner_seconds": 0.16136938399722567}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 1, "seconds": 0.24548252699605655, "inner_seconds": 0.16135764100181405}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 2, "seconds": 0.24770620799972676, "inner_seconds": 0.16367015399737284}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 3, "seconds": 0.2471543789943098, "inner_seconds": 0.16242136900109472}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 4, "seconds": 0.2455107250061701, "inner_seconds": 0.16118101499887416}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.24639489500259515, "inner_seconds": 0.16167786600271938}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.24606290500378236, "inner_seconds": 0.16174919499462703}
{"layout": "clustered", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.24582874099723995, "inner_seconds": 0.16174467400560388}
{"index": 5, "pass": true, "calls": 102}
