COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "-u", "src/runner.py", "--index", "5"]
{"layout": "clustered", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.701864532995387, "inner_seconds": 0.6143099719993188}
{"layout": "clustered", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.251930888996867, "inner_seconds": 0.16485533800005214}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.25239872300153365, "inner_seconds": 0.1638459459936712}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.25163897599850316, "inner_seconds": 0.16453206600272097}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.2496013049967587, "inner_seconds": 0.16397345699806465}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.2473252939962549, "inner_seconds": 0.16199677899567178}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.25335859500046354, "inner_seconds": 0.16510912800004007}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.25122526199993445, "inner_seconds": 0.16551267499744426}
{"layout": "clustered", "method": "F16", "phase": "retained", "i": 6, "seconds": 0.2471635050023906, "inner_seconds": 0.16129917399666738}
{"layout": "clustered", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.2588989629948628, "inner_seconds": 0.17199436800001422}
{"layout": "clustered", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.245970194999245, "inner_seconds": 0.16130864499427844}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24528285899577895, "inner_seconds": 0.16124296799534932}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.24331125000026077, "inner_seconds": 0.1589325929962797}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.2429423270004918, "inner_seconds": 0.1585914640018018}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24254304700298235, "inner_seconds": 0.15829630000371253}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 4, "seconds": 0.24234765699657146, "inner_seconds": 0.15826504399592523}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 5, "seconds": 0.24354410999512766, "inner_seconds": 0.15943208899989258}
{"layout": "clustered", "method": "F8", "phase": "retained", "i": 6, "seconds": 0.24599523899814812, "inner_seconds": 0.16098334699927364}
{"layout": "original", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.24788854500366142, "inner_seconds": 0.1632421210015309}
{"layout": "original", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.24365203000343172, "inner_seconds": 0.15911955100455089}
{"layout": "original", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.24474705300235655, "inner_seconds": 0.1595284970026114}
{"layout": "original", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.24186443800135748, "inner_seconds": 0.15682692000700627}
{"layout": "original", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.24426759900234174, "inner_seconds": 0.15867721399990842}
{"layout": "original", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.24444115100050112, "inner_seconds": 0.15891886700410396}
{"layout": "original", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.2447344800020801, "inner_seconds": 0.15971997899760026}
{"layout": "original", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.24360708799940767, "inner_seconds": 0.15856312399409944}
{"layout": "original", "method": "F16", "phase": "retained", "i": 6, "seconds": 0.24296645700087538, "inner_seconds": 0.15820144699682714}
{"layout": "original", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.24109499900077935, "inner_seconds": 0.15615791799791623}
{"layout": "original", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.24102745699929073, "inner_seconds": 0.15612171300017508}
{"layout": "original", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24087996099842712, "inner_seconds": 0.15610998600459425}
{"layout": "original", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.24138455300271744, "inner_seconds": 0.15672168500168482}
{"layout": "original", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.2411061829989194, "inner_seconds": 0.15581932199711446}
{"layout": "original", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24057006800285308, "inner_seconds": 0.15574384100182215}
{"layout": "original", "method": "F8", "phase": "retained", "i": 4, "seconds": 0.24073229799978435, "inner_seconds": 0.15586966399860103}
{"layout": "original", "method": "F8", "phase": "retained", "i": 5, "seconds": 0.24072382300073514, "inner_seconds": 0.15600234999874374}
{"layout": "original", "method": "F8", "phase": "retained", "i": 6, "seconds": 0.24114418499812018, "inner_seconds": 0.1563283709983807}
{"layout": "interleaved", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.247064715003944, "inner_seconds": 0.1629177839931799}
{"layout": "interleaved", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.24715819799894234, "inner_seconds": 0.16261060900433222}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.2523519820024376, "inner_seconds": 0.16812718399887672}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.24794105399632826, "inner_seconds": 0.16367486799572362}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.24688959200284444, "inner_seconds": 0.1624136480022571}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.24639499899785733, "inner_seconds": 0.1622170560003724}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.24777198099764064, "inner_seconds": 0.16310426100244513}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.2463197820034111, "inner_seconds": 0.16213421800057404}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 6, "seconds": 0.24667343200417235, "inner_seconds": 0.16245955700287595}
{"layout": "interleaved", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.2438927310067811, "inner_seconds": 0.15994137300003786}
{"layout": "interleaved", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.24459360399487196, "inner_seconds": 0.16033100400090916}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24899273800110677, "inner_seconds": 0.16435930199804716}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.24359858900425024, "inner_seconds": 0.15952794299664674}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.24414353299653158, "inner_seconds": 0.15943610899557825}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24380636400019284, "inner_seconds": 0.15972554800100625}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 4, "seconds": 0.24450433899619384, "inner_seconds": 0.15978619599627564}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 5, "seconds": 0.24391670800105203, "inner_seconds": 0.15999083100177813}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 6, "seconds": 0.24376782499894034, "inner_seconds": 0.15955045000009704}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.2436552250001114, "inner_seconds": 0.15937325199774932}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.24394980000215583, "inner_seconds": 0.15987461699842243}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 2, "seconds": 0.24356907900073566, "inner_seconds": 0.15958298800251214}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 3, "seconds": 0.29490989599435125, "inner_seconds": 0.1908862050040625}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 4, "seconds": 0.2846511370007647, "inner_seconds": 0.1895778899997822}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 5, "seconds": 0.2436885520000942, "inner_seconds": 0.159810616998584}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 6, "seconds": 0.24352385199745186, "inner_seconds": 0.1594998750006198}
{"layout": "interleaved", "method": "F8", "phase": "repeat8", "i": 7, "seconds": 0.24373092399764573, "inner_seconds": 0.15947076799784554}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 0, "seconds": 0.2463369050019537, "inner_seconds": 0.1622465629989165}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 1, "seconds": 0.2469711220037425, "inner_seconds": 0.16254251899954397}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 2, "seconds": 0.2475409109974862, "inner_seconds": 0.16316542300046422}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 3, "seconds": 0.24630432400590507, "inner_seconds": 0.162099171000591}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 4, "seconds": 0.2462904050044017, "inner_seconds": 0.16195577700273134}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 5, "seconds": 0.24604770299629308, "inner_seconds": 0.16204749499593163}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 6, "seconds": 0.246439720998751, "inner_seconds": 0.16225156799919205}
{"layout": "interleaved", "method": "F16", "phase": "repeat8", "i": 7, "seconds": 0.24679448900133139, "inner_seconds": 0.16277756100316765}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 0, "seconds": 0.24136748800083296, "inner_seconds": 0.15642068300076062}
{"layout": "original", "method": "F8", "phase": "repeat8", "i": 1, "seconds": 0.24101748900284292, "inner_seconds": 0.15633971599891083}
