COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "-u", "src/runner.py", "--index", "2"]
{"layout": "interleaved", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.28895102700334974, "inner_seconds": 0.20129716100200312}
{"layout": "interleaved", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.24795265199645655, "inner_seconds": 0.16289027600578265}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24540378899837378, "inner_seconds": 0.16035359599482035}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.24660500900063198, "inner_seconds": 0.16214256200328236}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.24641525100014405, "inner_seconds": 0.16221501900145086}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24537856499955524, "inner_seconds": 0.16045837099954952}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 4, "seconds": 0.24580323100235546, "inner_seconds": 0.1612657189980382}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 5, "seconds": 0.2488157829939155, "inner_seconds": 0.16100510300020687}
{"layout": "interleaved", "method": "F8", "phase": "retained", "i": 6, "seconds": 0.24607238799944753, "inner_seconds": 0.1611038540067966}
{"layout": "interleaved", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.6834032490005484, "inner_seconds": 0.5988395450040116}
{"layout": "interleaved", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.24860801199974958, "inner_seconds": 0.1640283249944332}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.24973315000534058, "inner_seconds": 0.16523997399781365}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.24843004199647112, "inner_seconds": 0.16369341399695259}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.24845520599774318, "inner_seconds": 0.16362183300225297}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.24733312799799023, "inner_seconds": 0.16287406599440146}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.24742037800024264, "inner_seconds": 0.1631416030068067}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.24831357700168155, "inner_seconds": 0.1637786139981472}
{"layout": "interleaved", "method": "F16", "phase": "retained", "i": 6, "seconds": 0.25495394699828466, "inner_seconds": 0.17024381699593505}
{"layout": "original", "method": "F8", "phase": "warmup", "i": 0, "seconds": 0.24315038299391745, "inner_seconds": 0.15794922599889105}
{"layout": "original", "method": "F8", "phase": "warmup", "i": 1, "seconds": 0.24443236799561419, "inner_seconds": 0.15753512299852446}
{"layout": "original", "method": "F8", "phase": "retained", "i": 0, "seconds": 0.24347459899581736, "inner_seconds": 0.1582028970005922}
{"layout": "original", "method": "F8", "phase": "retained", "i": 1, "seconds": 0.242221911001252, "inner_seconds": 0.15742442399641732}
{"layout": "original", "method": "F8", "phase": "retained", "i": 2, "seconds": 0.24406190799345495, "inner_seconds": 0.1584499099990353}
{"layout": "original", "method": "F8", "phase": "retained", "i": 3, "seconds": 0.24336861899791984, "inner_seconds": 0.15788890999829164}
{"layout": "original", "method": "F8", "phase": "retained", "i": 4, "seconds": 0.24209164700005203, "inner_seconds": 0.15710785700503038}
{"layout": "original", "method": "F8", "phase": "retained", "i": 5, "seconds": 0.2431114709979738, "inner_seconds": 0.1577105920005124}
{"layout": "original", "method": "F8", "phase": "retained", "i": 6, "seconds": 0.24274101600167342, "inner_seconds": 0.15772561199992197}
{"layout": "original", "method": "F16", "phase": "warmup", "i": 0, "seconds": 0.24655459700443316, "inner_seconds": 0.16113095000036992}
{"layout": "original", "method": "F16", "phase": "warmup", "i": 1, "seconds": 0.24571948099764995, "inner_seconds": 0.16051389600033872}
{"layout": "original", "method": "F16", "phase": "retained", "i": 0, "seconds": 0.2453168590000132, "inner_seconds": 0.16009501300140982}
{"layout": "original", "method": "F16", "phase": "retained", "i": 1, "seconds": 0.24509143600153038, "inner_seconds": 0.16009376000147313}
{"layout": "original", "method": "F16", "phase": "retained", "i": 2, "seconds": 0.245999838996795, "inner_seconds": 0.16069294099725084}
{"layout": "original", "method": "F16", "phase": "retained", "i": 3, "seconds": 0.2456270000038785, "inner_seconds": 0.16017078299773857}
{"layout": "original", "method": "F16", "phase": "retained", "i": 4, "seconds": 0.24532722699950682, "inner_seconds": 0.16016678399319062}
{"layout": "original", "method": "F16", "phase": "retained", "i": 5, "seconds": 0.24508075300400378, "inner_seconds": 0.16007992999948328}
