COMMAND ["@TENSORJOIN_ROOT@/isaacsim6/env/bin/python", "@TENSORJOIN_ROOT@/tensorjoin_20260902_certified_exact_join/precision_routing_20260908_threshold_sweep/src/runner.py", "--phase", "confirm", "--index", "1"]
{"cell": "k4", "method": "F16", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 0.5072316580044571}
{"cell": "k4", "method": "F8", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 0.06838806399900932}
{"cell": "k4", "method": "F8", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 0.05493168700195383}
{"cell": "k4", "method": "F16", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 0.06166650299564935}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 0, "position": 0, "seconds": 0.059675473006791435}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 0, "position": 1, "seconds": 0.05486069399921689}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 1, "position": 0, "seconds": 0.05471457100065891}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 1, "position": 1, "seconds": 0.05976621899753809}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 2, "position": 0, "seconds": 0.05940802000986878}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 2, "position": 1, "seconds": 0.05562542998814024}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 3, "position": 0, "seconds": 0.055130232009105384}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 3, "position": 1, "seconds": 0.05966386600630358}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 4, "position": 0, "seconds": 0.05949879599211272}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 4, "position": 1, "seconds": 0.05471879299147986}
{"cell": "k4", "method": "F8", "phase": "retained", "iteration": 5, "position": 0, "seconds": 0.0544658260041615}
{"cell": "k4", "method": "F16", "phase": "retained", "iteration": 5, "position": 1, "seconds": 0.05944066200754605}
{"cell": "k1024", "method": "F8", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 2.33369269099785}
{"cell": "k1024", "method": "F16", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 2.296216104994528}
{"cell": "k1024", "method": "F16", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 2.2915424130042084}
{"cell": "k1024", "method": "F8", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 2.320823214002303}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 0, "position": 0, "seconds": 2.3240132799983257}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 0, "position": 1, "seconds": 2.291191867989255}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 1, "position": 0, "seconds": 2.2917791130021214}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 1, "position": 1, "seconds": 2.320874515004107}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 2, "position": 0, "seconds": 2.326518658999703}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 2, "position": 1, "seconds": 2.294385663990397}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 3, "position": 0, "seconds": 2.2898563609924167}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 3, "position": 1, "seconds": 2.3223669650033116}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 4, "position": 0, "seconds": 2.324298599996837}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 4, "position": 1, "seconds": 2.2914224410051247}
{"cell": "k1024", "method": "F16", "phase": "retained", "iteration": 5, "position": 0, "seconds": 2.2884243599983165}
{"cell": "k1024", "method": "F8", "phase": "retained", "iteration": 5, "position": 1, "seconds": 2.3265223110065563}
{"cell": "k256", "method": "F16", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 0.5590742399945157}
{"cell": "k256", "method": "F8", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 0.5659866739879362}
{"cell": "k256", "method": "F8", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 0.567698783997912}
{"cell": "k256", "method": "F16", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 0.5596217010024702}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 0, "position": 0, "seconds": 0.5593138129916042}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 0, "position": 1, "seconds": 0.5642948809982045}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 1, "position": 0, "seconds": 0.5630758299957961}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 1, "position": 1, "seconds": 0.5596075409994228}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 2, "position": 0, "seconds": 0.5586067090043798}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 2, "position": 1, "seconds": 0.5626443590008421}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 3, "position": 0, "seconds": 0.5652950849907938}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 3, "position": 1, "seconds": 0.5600211849960033}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 4, "position": 0, "seconds": 0.5608019289938966}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 4, "position": 1, "seconds": 0.5660576179943746}
{"cell": "k256", "method": "F8", "phase": "retained", "iteration": 5, "position": 0, "seconds": 0.5638761589943897}
{"cell": "k256", "method": "F16", "phase": "retained", "iteration": 5, "position": 1, "seconds": 0.5598371069936547}
{"cell": "original", "method": "F8", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 0.1574945519969333}
{"cell": "original", "method": "F16", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 0.165678837991436}
{"cell": "original", "method": "F16", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 0.1623809200100368}
{"cell": "original", "method": "F8", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 0.15929248998872936}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 0, "position": 0, "seconds": 0.16144519999215845}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 0, "position": 1, "seconds": 0.16224589599005412}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 1, "position": 0, "seconds": 0.16033991301083006}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 1, "position": 1, "seconds": 0.16000626599998213}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 2, "position": 0, "seconds": 0.15889437799341977}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 2, "position": 1, "seconds": 0.1620827000006102}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 3, "position": 0, "seconds": 0.16212050500325859}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 3, "position": 1, "seconds": 0.16061659499246161}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 4, "position": 0, "seconds": 0.15970746999664698}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 4, "position": 1, "seconds": 0.1616111799958162}
{"cell": "original", "method": "F16", "phase": "retained", "iteration": 5, "position": 0, "seconds": 0.1629845400020713}
{"cell": "original", "method": "F8", "phase": "retained", "iteration": 5, "position": 1, "seconds": 0.1601270320097683}
{"cell": "k64", "method": "F16", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 0.16159196400258224}
{"cell": "k64", "method": "F8", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 0.1566905429936014}
{"cell": "k64", "method": "F8", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 0.1576398899924243}
{"cell": "k64", "method": "F16", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 0.16017322101106402}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 0, "position": 0, "seconds": 0.15956821500731166}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 0, "position": 1, "seconds": 0.1566223639965756}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 1, "position": 0, "seconds": 0.15861023099569138}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 1, "position": 1, "seconds": 0.15873921199818142}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 2, "position": 0, "seconds": 0.1592270399996778}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 2, "position": 1, "seconds": 0.15724168300221208}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 3, "position": 0, "seconds": 0.15758702300081495}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 3, "position": 1, "seconds": 0.15908875099557918}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 4, "position": 0, "seconds": 0.1593167710088892}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 4, "position": 1, "seconds": 0.15657420799834654}
{"cell": "k64", "method": "F8", "phase": "retained", "iteration": 5, "position": 0, "seconds": 0.1569186939887004}
{"cell": "k64", "method": "F16", "phase": "retained", "iteration": 5, "position": 1, "seconds": 0.15940796199720353}
{"cell": "k16", "method": "F8", "phase": "warmup", "iteration": 0, "position": 0, "seconds": 0.08138654699723702}
{"cell": "k16", "method": "F16", "phase": "warmup", "iteration": 0, "position": 1, "seconds": 0.07843064100597985}
{"cell": "k16", "method": "F16", "phase": "warmup", "iteration": 1, "position": 0, "seconds": 0.07656758801022079}
{"cell": "k16", "method": "F8", "phase": "warmup", "iteration": 1, "position": 1, "seconds": 0.07187152300321031}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 0, "position": 0, "seconds": 0.0715199159894837}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 0, "position": 1, "seconds": 0.07549114800349344}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 1, "position": 0, "seconds": 0.07538818899774924}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 1, "position": 1, "seconds": 0.07080879699788056}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 2, "position": 0, "seconds": 0.0708818830025848}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 2, "position": 1, "seconds": 0.07553301399457268}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 3, "position": 0, "seconds": 0.07542492699576542}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 3, "position": 1, "seconds": 0.07091892500466201}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 4, "position": 0, "seconds": 0.07092682000075001}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 4, "position": 1, "seconds": 0.07532184600131586}
{"cell": "k16", "method": "F16", "phase": "retained", "iteration": 5, "position": 0, "seconds": 0.07526642300945241}
{"cell": "k16", "method": "F8", "phase": "retained", "iteration": 5, "position": 1, "seconds": 0.07063513599860016}
{"phase": "confirm", "index": 1, "pass_": true, "calls": 96}
