layout,size,cell,threshold,family,blocks,pairs,positive_pairs,oracle_empty_blocks,oracle_full_blocks,oracle_resolved_fraction,rejected_blocks,accepted_blocks,resolved_fraction,resolved_pair_fraction,rejected_pairs,accepted_pairs,empty_block_recall,ordering_seconds,pivot_preprocessing_seconds,metadata_seconds,bound_seconds,false_reject_blocks,false_accept_blocks
original,128,k1024,0.5802154541015625,sphere,110215,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,3.433700476307422e-05,1.2960049370012712,3.1164393840008415,0.14863328699721023,0,0
original,128,k1024,0.5802154541015625,pivot,110215,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,3.433700476307422e-05,1.2960049370012712,3.1164393840008415,0.031369049989734776,0,0
original,128,k1024,0.5802154541015625,combined,110215,1800030000,30759403,0,0,0.0,0,0,0.0,0.0,0,0,0.0,3.433700476307422e-05,1.2960049370012712,3.1164393840008415,0.8815461729827803,0,0
random,32,k4,0.26085758209228516,box,1758750,1800030000,178659,1651108,0,0.9387963041933192,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,k4,0.26085758209228516,sphere,1758750,1800030000,178659,1651108,0,0.9387963041933192,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,k4,0.26085758209228516,pivot,1758750,1800030000,178659,1651108,0,0.9387963041933192,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,k4,0.26085758209228516,combined,1758750,1800030000,178659,1651108,0,0.9387963041933192,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,32,k16,0.32358765602111816,box,1758750,1800030000,538429,1393812,0,0.7925014925373134,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,k16,0.32358765602111816,sphere,1758750,1800030000,538429,1393812,0,0.7925014925373134,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,k16,0.32358765602111816,pivot,1758750,1800030000,538429,1393812,0,0.7925014925373134,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,k16,0.32358765602111816,combined,1758750,1800030000,538429,1393812,0,0.7925014925373134,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,32,k64,0.39460235834121704,box,1758750,1800030000,1961499,787514,0,0.4477691542288557,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,k64,0.39460235834121704,sphere,1758750,1800030000,1961499,787514,0,0.4477691542288557,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,k64,0.39460235834121704,pivot,1758750,1800030000,1961499,787514,0,0.4477691542288557,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,k64,0.39460235834121704,combined,1758750,1800030000,1961499,787514,0,0.4477691542288557,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,32,original,0.3955230712890625,box,1758750,1800030000,1993039,778347,0,0.44255692963752663,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,original,0.3955230712890625,sphere,1758750,1800030000,1993039,778347,0,0.44255692963752663,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,original,0.3955230712890625,pivot,1758750,1800030000,1993039,778347,0,0.44255692963752663,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,original,0.3955230712890625,combined,1758750,1800030000,1993039,778347,0,0.44255692963752663,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,32,k256,0.4787180423736572,box,1758750,1800030000,7744714,124299,0,0.07067462686567164,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,k256,0.4787180423736572,sphere,1758750,1800030000,7744714,124299,0,0.07067462686567164,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,k256,0.4787180423736572,pivot,1758750,1800030000,7744714,124299,0,0.07067462686567164,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,k256,0.4787180423736572,combined,1758750,1800030000,7744714,124299,0,0.07067462686567164,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,32,k1024,0.5802154541015625,box,1758750,1800030000,30759403,482,0,0.0002740582800284293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,11.76968263699382,0,0
random,32,k1024,0.5802154541015625,sphere,1758750,1800030000,30759403,482,0,0.0002740582800284293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,2.4838829880027333,0,0
random,32,k1024,0.5802154541015625,pivot,1758750,1800030000,30759403,482,0,0.0002740582800284293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,0.48401441700116266,0,0
random,32,k1024,0.5802154541015625,combined,1758750,1800030000,30759403,482,0,0.0002740582800284293,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,3.5284588419890497,14.764462153005297,0,0
random,64,k4,0.26085758209228516,box,440391,1800030000,178659,348814,0,0.7920552418192016,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,2.69734969799174,0,0
random,64,k4,0.26085758209228516,sphere,440391,1800030000,178659,348814,0,0.7920552418192016,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.5777883830014616,0,0
random,64,k4,0.26085758209228516,pivot,440391,1800030000,178659,348814,0,0.7920552418192016,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,0.11692837000009604,0,0
random,64,k4,0.26085758209228516,combined,440391,1800030000,178659,348814,0,0.7920552418192016,0,0,0.0,0.0,0,0,0.0,0.0010241439886158332,1.2960049370012712,4.162992779005435,3.3955074249970494,0,0
