block,process,cell,method,output_mode,phase,iteration,position,seconds,output_finalize_seconds,output_download_bytes,output_gpu_copy_bytes,cub_scratch_bytes,peak_allocated_bytes,peak_reserved_bytes,output_sha256
repeat,4,k256,F32,gpu_radix,retained,0,0,0.20336917699023616,0.07273319098749198,123435424,61957712,126678783,843748352,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,legacy,retained,0,1,0.6435882289952133,0.47461372199177276,61957712,0,0,469237760,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,legacy,retained,1,0,0.6424579049926251,0.4724320550012635,61957712,0,0,469237760,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,gpu_radix,retained,1,1,0.20387230900814757,0.07277492599678226,123435424,61957712,126678783,843748352,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,gpu_radix,retained,2,0,0.20261888099776115,0.07204361200274434,123435424,61957712,126678783,843748352,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,legacy,retained,2,1,0.644059066005866,0.4750007219990948,61957712,0,0,469237760,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,legacy,retained,3,0,0.6413854100101162,0.4714399910008069,61957712,0,0,469237760,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F32,gpu_radix,retained,3,1,0.20643946700147353,0.07531458299490623,123435424,61957712,126678783,843748352,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,legacy,warmup,0,0,0.5801102099940181,0.4683154249942163,61957712,0,0,600590336,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,gpu_radix,warmup,0,1,0.1364348310016794,0.07357013299770188,123435424,61957712,126678783,975100928,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,legacy,retained,0,0,0.5696691359917168,0.46948251299909316,61957712,0,0,600590336,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,gpu_radix,retained,0,1,0.1337903189996723,0.07341885400819592,123435424,61957712,126678783,975100928,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,gpu_radix,retained,1,0,0.13249949700548314,0.07259151199832559,123435424,61957712,126678783,975100928,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,legacy,retained,1,1,0.5656248329905793,0.4695688780047931,61957712,0,0,600590336,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,legacy,retained,2,0,0.5705720960104372,0.47089603000495117,61957712,0,0,600590336,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,gpu_radix,retained,2,1,0.13334105399553664,0.07301773098879494,123435424,61957712,126678783,975100928,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,gpu_radix,retained,3,0,0.1324198329966748,0.07234920900373254,123435424,61957712,126678783,975100928,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k256,F8,legacy,retained,3,1,0.5666321109893033,0.46917202600161545,61957712,0,0,600590336,1124073472,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
repeat,4,k1024,F32,gpu_radix,warmup,0,0,0.42996443700394593,0.2935872840025695,491670448,246075224,503096575,1958215680,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,legacy,warmup,0,1,2.391004229997634,2.1094902659970103,246075224,0,0,469237760,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,gpu_radix,retained,0,0,0.42278284500935115,0.2906718849990284,491670448,246075224,503096575,1958215680,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,legacy,retained,0,1,2.3858553879981628,2.1125692000059644,246075224,0,0,469237760,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,legacy,retained,1,0,2.386174271989148,2.1124365819996456,246075224,0,0,469237760,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,gpu_radix,retained,1,1,0.42148905400244985,0.2891775619937107,491670448,246075224,503096575,1958215680,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,gpu_radix,retained,2,0,0.41779704799409956,0.28543389299011324,491670448,246075224,503096575,1958215680,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,legacy,retained,2,1,2.3803290679934435,2.109035949993995,246075224,0,0,469237760,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,legacy,retained,3,0,2.3781855560082477,2.104604364998522,246075224,0,0,469237760,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F32,gpu_radix,retained,3,1,0.42698375799227506,0.29428136500064284,491670448,246075224,503096575,1958215680,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,legacy,warmup,0,0,2.325124575989321,2.093251231999602,246075224,0,0,600590336,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,gpu_radix,warmup,0,1,0.38440108399663586,0.2896151379973162,491670448,246075224,503096575,2089568256,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,legacy,retained,0,0,2.330349620009656,2.095576945008361,246075224,0,0,600590336,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,gpu_radix,retained,0,1,0.38479116300004534,0.2902374169934774,491670448,246075224,503096575,2089568256,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,gpu_radix,retained,1,0,0.3810534160002135,0.28689629799919203,491670448,246075224,503096575,2089568256,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,legacy,retained,1,1,2.3326481339900056,2.0981887340021785,246075224,0,0,600590336,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,legacy,retained,2,0,2.3273811540129827,2.093207401994732,246075224,0,0,600590336,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,gpu_radix,retained,2,1,0.3844601480086567,0.28986827000335325,491670448,246075224,503096575,2089568256,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,gpu_radix,retained,3,0,0.3824098140030401,0.28829558700090274,491670448,246075224,503096575,2089568256,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F8,legacy,retained,3,1,2.3261557369987713,2.0917235399974743,246075224,0,0,600590336,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,gpu_radix,warmup,0,0,0.3516697700106306,0.289577396993991,491670448,246075224,503096575,2089808384,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,legacy,warmup,0,1,2.2981453529937426,2.096201590000419,246075224,0,0,600830464,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,gpu_radix,retained,0,0,0.34884098600014113,0.2892194500018377,491670448,246075224,503096575,2089808384,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,legacy,retained,0,1,2.2955615690007107,2.094276793010067,246075224,0,0,600830464,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,legacy,retained,1,0,2.2948250969930086,2.0920266570028616,246075224,0,0,600830464,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,gpu_radix,retained,1,1,0.3498082699952647,0.2904266440018546,491670448,246075224,503096575,2089808384,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,gpu_radix,retained,2,0,0.34550167100678664,0.28655009499925654,491670448,246075224,503096575,2089808384,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,legacy,retained,2,1,2.291965555996285,2.0920072909939336,246075224,0,0,600830464,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,legacy,retained,3,0,2.338422957996954,2.1354287279973505,246075224,0,0,600830464,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k1024,F16,gpu_radix,retained,3,1,0.3504919610131765,0.2904005909949774,491670448,246075224,503096575,2089808384,2470445056,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
repeat,4,k4,F8,legacy,warmup,0,0,0.05700727499788627,0.006860515990410931,1429272,0,0,602064896,612368384,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,gpu_radix,warmup,0,1,0.049535740006831475,0.0017921079997904599,2378544,1429272,2931967,610715136,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,legacy,retained,0,0,0.054452030002721585,0.0064338289957959205,1429272,0,0,602064896,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,gpu_radix,retained,0,1,0.047042307996889576,0.000717956994776614,2378544,1429272,2931967,610715136,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,gpu_radix,retained,1,0,0.047408683007233776,0.0007311969966394827,2378544,1429272,2931967,610715136,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,legacy,retained,1,1,0.054245494000497274,0.006425323008443229,1429272,0,0,602064896,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,legacy,retained,2,0,0.0543692409992218,0.00644818099681288,1429272,0,0,602064896,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,gpu_radix,retained,2,1,0.04705104199820198,0.0007144190021790564,2378544,1429272,2931967,610715136,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,gpu_radix,retained,3,0,0.04721537399746012,0.0007022979989415035,2378544,1429272,2931967,610715136,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F8,legacy,retained,3,1,0.05414077300520148,0.006431810004869476,1429272,0,0,602064896,635437056,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,gpu_radix,warmup,0,0,0.054247819003649056,0.00072412499866914,2378544,1429272,2931967,609480704,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,legacy,warmup,0,1,0.05916163700749166,0.0065019629982998595,1429272,0,0,600830464,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,gpu_radix,retained,0,0,0.05186838000372518,0.0007527339912485331,2378544,1429272,2931967,609480704,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,legacy,retained,0,1,0.05910606199176982,0.006302189998677932,1429272,0,0,600830464,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,legacy,retained,1,0,0.05868560700037051,0.0064071849919855595,1429272,0,0,600830464,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,gpu_radix,retained,1,1,0.052095175997237675,0.0007319819997064769,2378544,1429272,2931967,609480704,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,gpu_radix,retained,2,0,0.05213683599140495,0.0007245730084832758,2378544,1429272,2931967,609480704,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,legacy,retained,2,1,0.06540768899139948,0.008038871994358487,1429272,0,0,600830464,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,legacy,retained,3,0,0.06554770399816334,0.007963325988384895,1429272,0,0,600830464,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F16,gpu_radix,retained,3,1,0.056915156994364224,0.0008057939994614571,2378544,1429272,2931967,609480704,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,legacy,warmup,0,0,0.13696158200036734,0.006556733991601504,1429272,0,0,469237760,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,gpu_radix,warmup,0,1,0.12891775599564426,0.000834331993246451,2378544,1429272,2931967,477888000,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,legacy,retained,0,0,0.13753443799214438,0.006701413003611378,1429272,0,0,469237760,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,gpu_radix,retained,0,1,0.12999999000749085,0.0008557969995308667,2378544,1429272,2931967,477888000,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,gpu_radix,retained,1,0,0.13119372600340284,0.0007182590052252635,2378544,1429272,2931967,477888000,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,legacy,retained,1,1,0.13627192100102548,0.006408510002074763,1429272,0,0,469237760,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,legacy,retained,2,0,0.13482452899916098,0.006385804997989908,1429272,0,0,469237760,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,gpu_radix,retained,2,1,0.1271959000005154,0.0007091040024533868,2378544,1429272,2931967,477888000,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,gpu_radix,retained,3,0,0.12699791599879973,0.0006307980074780062,2378544,1429272,2931967,477888000,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k4,F32,legacy,retained,3,1,0.13428530399687588,0.006414764007786289,1429272,0,0,469237760,769654784,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
repeat,4,k16,F16,gpu_radix,warmup,0,0,0.057145067999954335,0.0016453360003652051,8134864,4307432,8815103,627188736,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,legacy,warmup,0,1,0.07680659400648437,0.022445060007157736,4307432,0,0,600830464,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,gpu_radix,retained,0,0,0.053600915998686105,0.0015122379991225898,8134864,4307432,8815103,627188736,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,legacy,retained,0,1,0.07460424999590032,0.020669730001827702,4307432,0,0,600830464,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,legacy,retained,1,0,0.07510608500160743,0.020707249001134187,4307432,0,0,600830464,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,gpu_radix,retained,1,1,0.05415151600027457,0.002039401006186381,8134864,4307432,8815103,627188736,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,gpu_radix,retained,2,0,0.05338938500790391,0.0014636129926657304,8134864,4307432,8815103,627188736,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,legacy,retained,2,1,0.07435325199912768,0.020572074005031027,4307432,0,0,600830464,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,legacy,retained,3,0,0.07462589899660088,0.020559646989568137,4307432,0,0,600830464,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F16,gpu_radix,retained,3,1,0.05343954899581149,0.0015051400114316493,8134864,4307432,8815103,627188736,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,legacy,warmup,0,0,0.15076653500727843,0.020885695004835725,4307432,0,0,469237760,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,gpu_radix,warmup,0,1,0.1281859740120126,0.0015048680070322007,8134864,4307432,8815103,495282688,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,legacy,retained,0,0,0.14981873000215273,0.02084102299704682,4307432,0,0,469237760,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,gpu_radix,retained,0,1,0.1285436909965938,0.001511147987912409,8134864,4307432,8815103,495282688,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,gpu_radix,retained,1,0,0.12826337599835824,0.0012253489985596389,8134864,4307432,8815103,495282688,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,legacy,retained,1,1,0.1498056220007129,0.02085505500144791,4307432,0,0,469237760,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,legacy,retained,2,0,0.14964504199451767,0.02086422398861032,4307432,0,0,469237760,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,gpu_radix,retained,2,1,0.12815932599187363,0.0015120360039873049,8134864,4307432,8815103,495282688,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,gpu_radix,retained,3,0,0.12767484599316958,0.001216074000694789,8134864,4307432,8815103,495282688,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F32,legacy,retained,3,1,0.14881914400029927,0.020798675002879463,4307432,0,0,469237760,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,gpu_radix,warmup,0,0,0.04856613700394519,0.0014934249920770526,8134864,4307432,8815103,626948608,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,legacy,warmup,0,1,0.06964578900078777,0.020700793000287376,4307432,0,0,600590336,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,gpu_radix,retained,0,0,0.048520630996790715,0.0014866100100334734,8134864,4307432,8815103,626948608,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,legacy,retained,0,1,0.06945651900605299,0.020496597004239447,4307432,0,0,600590336,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,legacy,retained,1,0,0.06963654200080782,0.02071860499563627,4307432,0,0,600590336,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,gpu_radix,retained,1,1,0.048699043996748514,0.0015122969925869256,8134864,4307432,8815103,626948608,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,gpu_radix,retained,2,0,0.04885859299974982,0.0014758250035811216,8134864,4307432,8815103,626948608,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,legacy,retained,2,1,0.0696613900072407,0.020851582987233996,4307432,0,0,600590336,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,legacy,retained,3,0,0.06972990599751938,0.020602122996933758,4307432,0,0,600590336,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k16,F8,gpu_radix,retained,3,1,0.04841222200775519,0.0014999850100139156,8134864,4307432,8815103,626948608,637534208,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
repeat,4,k64,F32,legacy,warmup,0,0,0.22961473200120963,0.09565966700029094,15691992,0,0,469237760,482344960,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,gpu_radix,warmup,0,1,0.1497549759951653,0.019199639005819336,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,legacy,retained,0,0,0.23314438000670634,0.09502095400239341,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,gpu_radix,retained,0,1,0.14616539400594775,0.017963499994948506,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,gpu_radix,retained,1,0,0.1455846060125623,0.017744602999300696,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,legacy,retained,1,1,0.23322232499776874,0.09541604200785514,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,legacy,retained,2,0,0.23272413600352593,0.09454039100091904,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,gpu_radix,retained,2,1,0.14650570398953278,0.018317220004973933,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,gpu_radix,retained,3,0,0.14572026798850857,0.01778243300213944,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F32,legacy,retained,3,1,0.2327307890082011,0.09509182300826069,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,gpu_radix,warmup,0,0,0.06922689400380477,0.015014382006484084,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,legacy,warmup,0,1,0.15724944400426466,0.09439426299650222,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,gpu_radix,retained,0,0,0.06907099399541039,0.015247111994540319,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,legacy,retained,0,1,0.15748672500194516,0.09528423300071154,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,legacy,retained,1,0,0.1572208489960758,0.09439671400468796,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,gpu_radix,retained,1,1,0.0684937850019196,0.015174903004663065,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,gpu_radix,retained,2,0,0.06848534899472725,0.014863226999295875,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,legacy,retained,2,1,0.1567904429975897,0.0949361290113302,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,legacy,retained,3,0,0.15578419300436508,0.09344660000351723,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F8,gpu_radix,retained,3,1,0.06869976899179164,0.015022038001916371,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,legacy,warmup,0,0,0.16245923200040124,0.09492333100934047,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,gpu_radix,warmup,0,1,0.07081109700084198,0.01494624000042677,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
repeat,4,k64,F16,legacy,retained,0,0,0.15937433700310066,0.09483628599264193,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
