block,process,cell,method,output_mode,phase,iteration,position,seconds,output_finalize_seconds,output_download_bytes,output_gpu_copy_bytes,cub_scratch_bytes,peak_allocated_bytes,peak_reserved_bytes,output_sha256
primary,1,original,F8,gpu_radix,retained,3,0,0.06893143100023735,0.01520309598708991,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F8,legacy,retained,3,1,0.1584519839962013,0.09726770299312193,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,gpu_radix,warmup,0,0,0.1494121050054673,0.01813485799357295,31408624,15944312,32606975,566569984,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,legacy,warmup,0,1,0.23978740799066145,0.09774695600208361,15944312,0,0,469237760,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,gpu_radix,retained,0,0,0.14847863299655728,0.018009378007263876,31408624,15944312,32606975,566569984,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,legacy,retained,0,1,0.23802298700320534,0.0975516320031602,15944312,0,0,469237760,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,legacy,retained,1,0,0.23805470200022683,0.09725600700767245,15944312,0,0,469237760,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,gpu_radix,retained,1,1,0.14855272599379532,0.017968043001019396,31408624,15944312,32606975,566569984,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,gpu_radix,retained,2,0,0.14917676500044763,0.018102841000654735,31408624,15944312,32606975,566569984,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,legacy,retained,2,1,0.23710814501100685,0.09745801800454501,15944312,0,0,469237760,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,legacy,retained,3,0,0.23845913900004234,0.09744597499957308,15944312,0,0,469237760,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F32,gpu_radix,retained,3,1,0.14822633500443771,0.017942325008334592,31408624,15944312,32606975,566569984,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,legacy,warmup,0,0,0.16614923300221562,0.09807571698911488,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,gpu_radix,warmup,0,1,0.07185296299576294,0.015483212991966866,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,legacy,retained,0,0,0.1619342769990908,0.09696021799754817,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,gpu_radix,retained,0,1,0.07168910600012168,0.015407808008603752,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,gpu_radix,retained,1,0,0.07109429698903114,0.015216125000733882,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,legacy,retained,1,1,0.16238106800301466,0.09766603700700216,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,legacy,retained,2,0,0.16371002500818577,0.09726446800050326,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,gpu_radix,retained,2,1,0.07153028699394781,0.01554063000367023,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,gpu_radix,retained,3,0,0.07124195199867245,0.015208811004413292,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,original,F16,legacy,retained,3,1,0.162977669009706,0.09816938800213393,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,1,k64,F16,gpu_radix,warmup,0,0,0.07889292000618298,0.016852408996783197,30903984,15691992,32091135,695836160,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,legacy,warmup,0,1,0.1512812339933589,0.09289779599930625,15691992,0,0,600830464,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,gpu_radix,retained,0,0,0.07116401099483483,0.014941731002181768,30903984,15691992,32091135,695836160,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,legacy,retained,0,1,0.1504437039984623,0.09215300899813883,15691992,0,0,600830464,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,legacy,retained,1,0,0.15951655100798234,0.09431300101277884,15691992,0,0,600830464,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,gpu_radix,retained,1,1,0.071282782999333,0.014992192998761311,30903984,15691992,32091135,695836160,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,gpu_radix,retained,2,0,0.05728630600788165,0.003841326994006522,30903984,15691992,32091135,695836160,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,legacy,retained,2,1,0.1504575900034979,0.09236856100324076,15691992,0,0,600830464,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,legacy,retained,3,0,0.16033786500338465,0.09508671100775246,15691992,0,0,600830464,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F16,gpu_radix,retained,3,1,0.07116839400259778,0.015078853000886738,30903984,15691992,32091135,695836160,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,legacy,warmup,0,0,0.14934986499429215,0.09311611199518666,15691992,0,0,602064896,742391808,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,gpu_radix,warmup,0,1,0.06904995499644428,0.015238699998008087,30903984,15691992,32091135,696924160,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,legacy,retained,0,0,0.148739332013065,0.0927619650028646,15691992,0,0,602064896,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,gpu_radix,retained,0,1,0.06923190200177487,0.014973433004342951,30903984,15691992,32091135,696924160,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,gpu_radix,retained,1,0,0.055228919998626225,0.0040221770032076165,30903984,15691992,32091135,696924160,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,legacy,retained,1,1,0.14753572799963877,0.09178198799781967,15691992,0,0,602064896,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,legacy,retained,2,0,0.15731233499536756,0.0948176469973987,15691992,0,0,602064896,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,gpu_radix,retained,2,1,0.0690818750008475,0.01495385100133717,30903984,15691992,32091135,696924160,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,gpu_radix,retained,3,0,0.0550936920044478,0.0040973779978230596,30903984,15691992,32091135,696924160,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F8,legacy,retained,3,1,0.14877251100551803,0.0928641520004021,15691992,0,0,602064896,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,gpu_radix,warmup,0,0,0.1484978910011705,0.017816841005696915,30903984,15691992,32091135,564243456,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,legacy,warmup,0,1,0.2276474770042114,0.09256452099361923,15691992,0,0,469237760,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,gpu_radix,retained,0,0,0.14830919999803882,0.017746064011589624,30903984,15691992,32091135,564243456,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,legacy,retained,0,1,0.22613547900982667,0.09141286798694637,15691992,0,0,469237760,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,legacy,retained,1,0,0.23545837099663913,0.09524905199941713,15691992,0,0,469237760,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,gpu_radix,retained,1,1,0.14741831299033947,0.017818546999478713,30903984,15691992,32091135,564243456,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,gpu_radix,retained,2,0,0.13263604199164547,0.0037498169986065477,30903984,15691992,32091135,564243456,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,legacy,retained,2,1,0.22648264300369192,0.09273194600245915,15691992,0,0,469237760,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,legacy,retained,3,0,0.23454608699830715,0.09509663500648458,15691992,0,0,469237760,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k64,F32,gpu_radix,retained,3,1,0.14689405899844132,0.017818740991060622,30903984,15691992,32091135,564243456,775946240,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,1,k16,F32,legacy,warmup,0,0,0.15606338198995218,0.022510395996505395,4307432,0,0,469237760,482344960,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,gpu_radix,warmup,0,1,0.13271484899451025,0.003004244004841894,8134864,4307432,8815103,495282688,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,legacy,retained,0,0,0.15260649099946022,0.021411428999272175,4307432,0,0,469237760,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,gpu_radix,retained,0,1,0.13076395199459512,0.001771348004695028,8134864,4307432,8815103,495282688,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,gpu_radix,retained,1,0,0.13028975499037188,0.001478567995945923,8134864,4307432,8815103,495282688,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,legacy,retained,1,1,0.1536144330020761,0.021554127990384586,4307432,0,0,469237760,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,legacy,retained,2,0,0.15346256700286176,0.021482946001924574,4307432,0,0,469237760,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,gpu_radix,retained,2,1,0.13135167100699618,0.0020110369950998574,8134864,4307432,8815103,495282688,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,gpu_radix,retained,3,0,0.13074147500446998,0.0014934879873180762,8134864,4307432,8815103,495282688,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F32,legacy,retained,3,1,0.1533396239974536,0.021526301992707886,4307432,0,0,469237760,507510784,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,gpu_radix,warmup,0,0,0.05821158799517434,0.0016971860022749752,8134864,4307432,8815103,626875392,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,legacy,warmup,0,1,0.07632351698703133,0.0208821709966287,4307432,0,0,600830464,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,gpu_radix,retained,0,0,0.053961031007929705,0.0015547249931842089,8134864,4307432,8815103,626875392,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,legacy,retained,0,1,0.07520768500398844,0.020662736002122983,4307432,0,0,600830464,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,legacy,retained,1,0,0.07500307899317704,0.02036819099157583,4307432,0,0,600830464,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,gpu_radix,retained,1,1,0.05401495299884118,0.0015628470137016848,8134864,4307432,8815103,626875392,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,gpu_radix,retained,2,0,0.054084458999568596,0.0015321200044127181,8134864,4307432,8815103,626875392,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,legacy,retained,2,1,0.08040401099424344,0.026048981002531946,4307432,0,0,600830464,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,legacy,retained,3,0,0.08615565099171363,0.02613136000582017,4307432,0,0,600830464,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F16,gpu_radix,retained,3,1,0.05956061500182841,0.0016060349880717695,8134864,4307432,8815103,626875392,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,legacy,warmup,0,0,0.0812981509952806,0.026240364008117467,4307432,0,0,600590336,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,gpu_radix,warmup,0,1,0.05422213200654369,0.0016142780077643692,8134864,4307432,8815103,626635264,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,legacy,retained,0,0,0.08119132999854628,0.026112609994015656,4307432,0,0,600590336,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,gpu_radix,retained,0,1,0.05416529100330081,0.0016003859927877784,8134864,4307432,8815103,626635264,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,gpu_radix,retained,1,0,0.05420037699514069,0.0015804900031071156,8134864,4307432,8815103,626635264,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,legacy,retained,1,1,0.08133063900459092,0.02616384699649643,4307432,0,0,600590336,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,legacy,retained,2,0,0.08087829701253213,0.026101641007699072,4307432,0,0,600590336,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,gpu_radix,retained,2,1,0.05434217900619842,0.001614427994354628,8134864,4307432,8815103,626635264,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,gpu_radix,retained,3,0,0.04997503700724337,0.0014682610053569078,8134864,4307432,8815103,626635264,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,1,k16,F8,legacy,retained,3,1,0.06995927100069821,0.02055498500703834,4307432,0,0,600590336,641728512,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
primary,2,k64,F32,legacy,warmup,0,0,0.33184278800035827,0.09898838899971452,15691992,0,0,469237760,482344960,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,gpu_radix,warmup,0,1,0.15603512899542693,0.02369097899645567,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,legacy,retained,0,0,0.23362090899900068,0.09754848200827837,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,gpu_radix,retained,0,1,0.14814833899436053,0.017929189998540096,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,gpu_radix,retained,1,0,0.14775390201248229,0.017632957999012433,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,legacy,retained,1,1,0.2329813880060101,0.09712317399680614,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,legacy,retained,2,0,0.23272790400369558,0.09679555900220294,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,gpu_radix,retained,2,1,0.14884808400529437,0.018167136004194617,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,gpu_radix,retained,3,0,0.14829551099683158,0.017942427992238663,30903984,15691992,32091135,564243456,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F32,legacy,retained,3,1,0.23335590100032277,0.09775432100286707,15691992,0,0,469237760,612368384,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,gpu_radix,warmup,0,0,0.07755226400331594,0.019596048005041666,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,legacy,warmup,0,1,0.15748355101095513,0.09503285199753009,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,gpu_radix,retained,0,0,0.06876117599313147,0.015636752999853343,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,legacy,retained,0,1,0.155973567001638,0.0941058019961929,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,legacy,retained,1,0,0.15589534500031732,0.09387367199815344,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,gpu_radix,retained,1,1,0.06886614600080065,0.015502975002164021,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,gpu_radix,retained,2,0,0.06791051701293327,0.015076819996465929,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,legacy,retained,2,1,0.1560849329980556,0.09456071500608232,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,legacy,retained,3,0,0.15631644500535913,0.09445908600173425,15691992,0,0,602064896,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F8,gpu_radix,retained,3,1,0.0683820660051424,0.015345861000241712,30903984,15691992,32091135,696924160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,legacy,warmup,0,0,0.593576244005817,0.09482503299659584,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,gpu_radix,warmup,0,1,0.06914268700347748,0.014166699998895638,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,legacy,retained,0,0,0.1583474759972887,0.09394176398927812,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,gpu_radix,retained,0,1,0.07118379100575112,0.015430619998369366,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,gpu_radix,retained,1,0,0.07141803001286462,0.015273982004146092,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,legacy,retained,1,1,0.15809254899795633,0.09416658700502012,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,legacy,retained,2,0,0.15942753199487925,0.09474116799538024,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,gpu_radix,retained,2,1,0.0709616240055766,0.015535672006080858,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,gpu_radix,retained,3,0,0.07058590299857315,0.01510619799955748,30903984,15691992,32091135,695836160,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,k64,F16,legacy,retained,3,1,0.15807372800190933,0.09440926800016314,15691992,0,0,600830464,746586112,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
primary,2,original,F8,gpu_radix,warmup,0,0,0.07520298499730416,0.019429500011028722,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,legacy,warmup,0,1,0.15799582499312237,0.09859588500694372,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,gpu_radix,retained,0,0,0.06898974400246516,0.015667223997297697,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,legacy,retained,0,1,0.16320815999642946,0.1015306769986637,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,legacy,retained,1,0,0.15978581200761255,0.09741159800614696,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,gpu_radix,retained,1,1,0.0691517980012577,0.015594568001688458,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,gpu_radix,retained,2,0,0.0681699650012888,0.01536980300443247,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,legacy,retained,2,1,0.15893330100516323,0.09719008099636994,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,legacy,retained,3,0,0.15998944798775483,0.09778098999231588,15944312,0,0,602064896,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F8,gpu_radix,retained,3,1,0.06853079199208878,0.015344465005910024,31408624,15944312,32606975,699397120,746586112,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,legacy,warmup,0,0,0.16486908399383537,0.09739732000161894,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,gpu_radix,warmup,0,1,0.07161661500867922,0.015621426995494403,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,legacy,retained,0,0,0.1620632940030191,0.09729831499862485,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,gpu_radix,retained,0,1,0.07507126699783839,0.015776637999806553,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,gpu_radix,retained,1,0,0.07125894800992683,0.015492692997213453,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,legacy,retained,1,1,0.16151775300386362,0.09769446299469564,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,legacy,retained,2,0,0.16179645599913783,0.09701502798998263,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,gpu_radix,retained,2,1,0.07142439699964598,0.015499343004194088,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,gpu_radix,retained,3,0,0.07092784000269603,0.015643753999029286,31408624,15944312,32606975,698162688,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F16,legacy,retained,3,1,0.16097784499288537,0.09695535199716687,15944312,0,0,600830464,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F32,gpu_radix,warmup,0,0,0.15034025801287498,0.019554120997781865,31408624,15944312,32606975,566569984,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
primary,2,original,F32,legacy,warmup,0,1,0.23907268099719658,0.09807327699672896,15944312,0,0,469237760,880803840,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
