process,repeat,cell,method,configuration,seconds,executed_tiles,output_count,output_sha256,tile_mask_sha256
0,1,k256,F8,pca,0.09496229799697176,400071,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,5357d5a4730e93ea8cea83d69f31a9e4d764134058361d572d5afb5f3bbe2154
0,1,k256,F8,fm25,0.1269204569980502,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,1,k256,F8,fm10,0.12490266699751373,388559,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,3260ecaa808013e938c48e03ba4ffb6e2f284f1a59a8b14fb48518fe103cf5a9
0,1,k256,F8,fm05,0.12391624000156298,396663,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,bf2ba7aee7e942e28c3661dab27a3d2cdc59c2f91a139e984ddd84f28c2ba807
0,2,k256,F8,fm10,0.12447914099902846,388559,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,3260ecaa808013e938c48e03ba4ffb6e2f284f1a59a8b14fb48518fe103cf5a9
0,2,k256,F8,fm25,0.12746521200460847,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,2,k256,F8,pca,0.0947250930039445,400071,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,5357d5a4730e93ea8cea83d69f31a9e4d764134058361d572d5afb5f3bbe2154
0,2,k256,F8,all,0.11129081399121787,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,2,k256,F8,heuristic25,0.10103480599354953,373790,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,fbd1caf89f04b4ebfc5b0a2b2f1db7aa7a7e67332aab1c9493b963a040b5de8d
0,2,k256,F8,random25,0.10609931999351829,393333,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,2e25bb9e9370d53386fd51127f3bc284044d828d876e5478d32a9bc5e1c2cafb
0,2,k256,F8,direct25,0.11949681999976747,374679,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,094fd1888dbf173702cfb28c9039769495197d806b2f6a33987737540a4c2e34
0,2,k256,F8,fm05,0.12215646500408184,396663,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,bf2ba7aee7e942e28c3661dab27a3d2cdc59c2f91a139e984ddd84f28c2ba807
0,2,k256,F16,fm10,0.11596377899695653,388559,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,3260ecaa808013e938c48e03ba4ffb6e2f284f1a59a8b14fb48518fe103cf5a9
0,2,k256,F16,fm25,0.11664782199659385,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,2,k256,F16,pca,0.08684957699733786,400071,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,5357d5a4730e93ea8cea83d69f31a9e4d764134058361d572d5afb5f3bbe2154
0,2,k256,F16,all,0.10427668200281914,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,2,k256,F16,heuristic25,0.0926101239892887,373790,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,fbd1caf89f04b4ebfc5b0a2b2f1db7aa7a7e67332aab1c9493b963a040b5de8d
0,2,k256,F16,random25,0.09983378599281423,393333,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,2e25bb9e9370d53386fd51127f3bc284044d828d876e5478d32a9bc5e1c2cafb
0,2,k256,F16,direct25,0.11585313300020061,374679,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,094fd1888dbf173702cfb28c9039769495197d806b2f6a33987737540a4c2e34
0,2,k256,F16,fm05,0.11758007400203496,396663,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,bf2ba7aee7e942e28c3661dab27a3d2cdc59c2f91a139e984ddd84f28c2ba807
0,3,k256,F16,fm10,0.11588021799980197,388559,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,3260ecaa808013e938c48e03ba4ffb6e2f284f1a59a8b14fb48518fe103cf5a9
0,3,k256,F16,fm05,0.1193764839990763,396663,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,bf2ba7aee7e942e28c3661dab27a3d2cdc59c2f91a139e984ddd84f28c2ba807
0,3,k256,F16,direct25,0.11449183699733112,374679,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,094fd1888dbf173702cfb28c9039769495197d806b2f6a33987737540a4c2e34
0,3,k256,F16,random25,0.09822311700554565,393333,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,2e25bb9e9370d53386fd51127f3bc284044d828d876e5478d32a9bc5e1c2cafb
0,3,k256,F16,heuristic25,0.09437278099358082,373790,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,fbd1caf89f04b4ebfc5b0a2b2f1db7aa7a7e67332aab1c9493b963a040b5de8d
0,3,k256,F16,all,0.10522620100528002,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,3,k256,F16,pca,0.0855213909962913,400071,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,5357d5a4730e93ea8cea83d69f31a9e4d764134058361d572d5afb5f3bbe2154
0,3,k256,F16,fm25,0.11729020299389958,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,3,k256,F8,fm10,0.1267595289973542,388559,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,3260ecaa808013e938c48e03ba4ffb6e2f284f1a59a8b14fb48518fe103cf5a9
0,3,k256,F8,fm05,0.12323968000418972,396663,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,bf2ba7aee7e942e28c3661dab27a3d2cdc59c2f91a139e984ddd84f28c2ba807
0,3,k256,F8,direct25,0.12099395699624438,374679,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,094fd1888dbf173702cfb28c9039769495197d806b2f6a33987737540a4c2e34
0,3,k256,F8,random25,0.10850985399156343,393333,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,2e25bb9e9370d53386fd51127f3bc284044d828d876e5478d32a9bc5e1c2cafb
0,3,k256,F8,heuristic25,0.1011282260005828,373790,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,fbd1caf89f04b4ebfc5b0a2b2f1db7aa7a7e67332aab1c9493b963a040b5de8d
0,3,k256,F8,all,0.11313901499670465,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,3,k256,F8,pca,0.09634264100168366,400071,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,5357d5a4730e93ea8cea83d69f31a9e4d764134058361d572d5afb5f3bbe2154
0,3,k256,F8,fm25,0.12498075899202377,373045,15429428,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611,17c8691838588139d461b53a3d9cf8162bffc78d0d49e8db2ab0fb6843bc42fc
0,0,k1024,F16,fm05,0.20555398700525984,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,0,k1024,F16,fm10,0.20321399900421966,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,0,k1024,F16,fm25,0.20856389199616387,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,0,k1024,F16,pca,0.1745029000012437,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,0,k1024,F16,all,0.19447873000171967,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,0,k1024,F16,heuristic25,0.18143696700280998,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,0,k1024,F16,random25,0.18871476799540687,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,0,k1024,F16,direct25,0.20391165399632882,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,0,k1024,F8,fm05,0.24241493199951947,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,0,k1024,F8,fm10,0.24102929700165987,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,0,k1024,F8,fm25,0.24406007200013846,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,0,k1024,F8,pca,0.212865552995936,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,0,k1024,F8,all,0.22946528099419083,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,0,k1024,F8,heuristic25,0.2168704570067348,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,0,k1024,F8,random25,0.22356317199592013,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,0,k1024,F8,direct25,0.23892721899028402,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,1,k1024,F8,fm05,0.24336276600661222,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,1,k1024,F8,direct25,0.24915439401229378,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,1,k1024,F8,random25,0.22242085900506936,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,1,k1024,F8,heuristic25,0.2193631130066933,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,1,k1024,F8,all,0.2286610470036976,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,1,k1024,F8,pca,0.20826069300528616,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,1,k1024,F8,fm25,0.23991129100613762,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,1,k1024,F8,fm10,0.23524962599913124,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,1,k1024,F16,fm05,0.20017822200316004,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,1,k1024,F16,direct25,0.19469352600572165,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,1,k1024,F16,random25,0.18406224000500515,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,1,k1024,F16,heuristic25,0.18730884700198658,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,1,k1024,F16,all,0.1878999039909104,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,1,k1024,F16,pca,0.16885680600535125,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,1,k1024,F16,fm25,0.20697265499620698,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,1,k1024,F16,fm10,0.20068461199116427,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,2,k1024,F16,fm25,0.20111278499825858,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,2,k1024,F16,pca,0.16936758501105942,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,2,k1024,F16,all,0.1898846629919717,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,2,k1024,F16,heuristic25,0.1793417139997473,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,2,k1024,F16,random25,0.1901828120026039,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,2,k1024,F16,direct25,0.19851473699964117,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,2,k1024,F16,fm05,0.20409965100407135,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,2,k1024,F16,fm10,0.19769159599673003,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,2,k1024,F8,fm25,0.25431731100252364,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,2,k1024,F8,pca,0.2204493939934764,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,2,k1024,F8,all,0.23819768700923305,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,2,k1024,F8,heuristic25,0.22671957399870735,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,2,k1024,F8,random25,0.23526407999452204,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,2,k1024,F8,direct25,0.24817529400752392,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,2,k1024,F8,fm05,0.24857989299925976,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,2,k1024,F8,fm10,0.25168322400713805,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,3,k1024,F8,fm25,0.25725874899944756,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,3,k1024,F8,fm10,0.2521841800044058,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,3,k1024,F8,fm05,0.25038879200292286,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,3,k1024,F8,direct25,0.25204833899624646,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,3,k1024,F8,random25,0.23370297500514425,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,3,k1024,F8,heuristic25,0.2302695669932291,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,3,k1024,F8,all,0.23950341099407524,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,3,k1024,F8,pca,0.22335784599999897,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
0,3,k1024,F16,fm25,0.2205526519974228,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,3,k1024,F16,fm10,0.21678917999088299,402408,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,6ecbad145f249d5f276a0bfde06401dab4b38cef2c5df6bb2faf05c91f9a95b3
0,3,k1024,F16,fm05,0.21483269800955895,410717,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,e9f47f61127d849ae012d83935e2f5fdd741f133bb50a86b372e81a718587ee3
0,3,k1024,F16,direct25,0.22087018500315025,394481,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,74c83df55139af4099a666400f8e418cf71fc844afc90bef1e2a5a085ef7d133
0,3,k1024,F16,random25,0.20808594199479558,408573,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,8dfbe3317e7174efd8f9db7e22ad58301dc08735685a04daba97e38c30fa7868
0,3,k1024,F16,heuristic25,0.1962314530101139,394460,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,3504d439da348ad5514e40d369c01194af21b21cc11f99de77fdcbf574050d71
0,3,k1024,F16,all,0.1904792839923175,394424,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5341670df6eefc4ece187e227f701ec2770faa763a5198b558349e727dd4ca0e
0,3,k1024,F16,pca,0.17023348200018518,413156,61458806,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3,5a3bec243fcb13be02bae47f6b0bebf8aec59b4aafa8240a786ff5b55b4e713a
1,0,k4,F16,all,0.059757347000413574,278031,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,5e8e028d40f9940f3087d6e5d4e31a33ec21f208d77c91150fd7409840daca9c
1,0,k4,F16,heuristic25,0.05207357100152876,304566,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,39eedb99886774bffd7555f8a55a8934c140d35be126b1ad7e168fe0894df53a
1,0,k4,F16,random25,0.05941431599785574,329567,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,2da4017006bf343ecbf9507baed621834b9ed6ef00284b02d2bed57f7e117ba3
1,0,k4,F16,direct25,0.06915553599537816,300746,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,f522ead268eb28dd58428bea5ff5da50944685b793b961cf3b0597c6d7b8a1c1
1,0,k4,F16,fm05,0.07249039800080936,334098,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,ffb0f71a72e5712e28b4a00a5d484ff369a43713c863fd934dec0d169dfb3f44
1,0,k4,F16,fm10,0.07718740600103047,318543,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,356369a848eac22197f9c06973eb2a9eaf142a08806ab13e1188512db471d759
1,0,k4,F16,fm25,0.07481008299509995,290730,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,a2dc13b58ceefe6e9e1e6d787071e7ab5f8503f9cd5de56d85c33a323dc02c4e
1,0,k4,F16,pca,0.0484694640035741,346802,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,210a2aa7744c59100c7fd3f32ef44b140f398605091aaefd0a62d615f09f7571
1,0,k4,F8,all,0.05670786999689881,278031,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,5e8e028d40f9940f3087d6e5d4e31a33ec21f208d77c91150fd7409840daca9c
1,0,k4,F8,heuristic25,0.050951094992342405,304566,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,39eedb99886774bffd7555f8a55a8934c140d35be126b1ad7e168fe0894df53a
1,0,k4,F8,random25,0.05968843199661933,329567,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,2da4017006bf343ecbf9507baed621834b9ed6ef00284b02d2bed57f7e117ba3
1,0,k4,F8,direct25,0.06893855599628296,300746,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,f522ead268eb28dd58428bea5ff5da50944685b793b961cf3b0597c6d7b8a1c1
1,0,k4,F8,fm05,0.06961567800317425,334098,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,ffb0f71a72e5712e28b4a00a5d484ff369a43713c863fd934dec0d169dfb3f44
1,0,k4,F8,fm10,0.07096302200807258,318543,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,356369a848eac22197f9c06973eb2a9eaf142a08806ab13e1188512db471d759
1,0,k4,F8,fm25,0.0696771479997551,290730,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,a2dc13b58ceefe6e9e1e6d787071e7ab5f8503f9cd5de56d85c33a323dc02c4e
1,0,k4,F8,pca,0.04865832500217948,346802,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,210a2aa7744c59100c7fd3f32ef44b140f398605091aaefd0a62d615f09f7571
1,1,k4,F8,all,0.057934722004574724,278031,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,5e8e028d40f9940f3087d6e5d4e31a33ec21f208d77c91150fd7409840daca9c
1,1,k4,F8,pca,0.0463321069983067,346802,297318,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a,210a2aa7744c59100c7fd3f32ef44b140f398605091aaefd0a62d615f09f7571
