process,method_order,inner_seconds,seconds,hash,count,layout,method,phase,iteration
1,16_8,0.1597436669981107,0.2449102060054429,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,warmup,1
1,16_8,0.16011384300509235,0.24626207200344652,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,0
1,16_8,0.15949433200148633,0.24419595200015465,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,1
1,16_8,0.15962128799583297,0.2445121599957929,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,2
1,16_8,0.16220099000202026,0.24815032000333304,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,3
1,16_8,0.159366202999081,0.24429027999576647,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,4
1,16_8,0.15967926899611484,0.24432553399674362,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,5
1,16_8,0.1600049390035565,0.24469331400177907,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,interleaved,F8,retained,6
1,16_8,0.16069881099974737,0.24547248399903765,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,warmup,0
1,16_8,0.16004372500174213,0.24704883000231348,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,warmup,1
1,16_8,0.1637136819990701,0.24934676499833586,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,0
1,16_8,0.1601250070016249,0.2455259619964636,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,1
1,16_8,0.16077102800045395,0.2459285520017147,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,2
1,16_8,0.1599146309963544,0.24574837199907051,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,3
1,16_8,0.16013402099633822,0.24538485100492835,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,4
1,16_8,0.16062858999794116,0.24572728299972368,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495,3926078,original,F16,retained,5
