layout,kind,cell,full_offdiag_occupied_tiles,candidate_count_quantiles,candidate_density_median,few6_fraction,few16_fraction,few64_fraction,oracle_empty_survivor_tiles,oracle_empty_candidate_count_quantiles,oracle_empty_few64_fraction,active_rows_quantiles,active_cols_quantiles,cover8_fraction,cover16_fraction,both_full64_fraction,oracle_empty_cover8_fraction,sparse_exception_gate
kd_variance,oracle,k1024,403353,"[1.0, 9.0, 29.0, 83.0, 192.0, 659.0, 3027.0]",0.007080078125,0.19264515201324894,0.36528797356161974,0.6938810421640598,0,,,,,,,,,
kd_variance,r16,k4,435417,"[1.0, 83.0, 216.0, 421.0, 637.0, 1025.0, 2629.0]",0.052734375,0.026289740639433002,0.06311421005610714,0.204169795850874,418818,"[1.0, 79.0, 206.0, 403.0, 613.0, 990.0, 2004.0]",0.21197990535268302,"[1.0, 25.0, 41.0, 53.0, 58.0, 63.0, 64.0]","[1.0, 25.0, 41.0, 52.0, 58.0, 63.0, 64.0]",0.08792261211666058,0.18707124434737274,0.00019751181051727424,0.09134277896365486,True
kd_variance,r16,k16,437795,"[1.0, 218.0, 488.0, 846.0, 1179.0, 1697.0, 3145.0]",0.119140625,0.007263673637204628,0.019125389737205768,0.0769469728982743,387186,"[1.0, 193.0, 439.0, 783.0, 1117.0, 1645.1500000000233, 2771.0]",0.08669476685623964,"[1.0, 39.0, 53.0, 60.0, 63.0, 64.0, 64.0]","[1.0, 39.0, 53.0, 60.0, 62.0, 64.0, 64.0]",0.03189392295480761,0.08025217282061238,0.009616372959947007,0.035964626820184614,False
kd_variance,r16,k64,438379,"[1.0, 473.0, 922.0, 1430.0, 1852.0, 2425.0, 3524.0]",0.22509765625,0.0018226238026912785,0.005125701732975348,0.024417228015028093,301206,"[1.0, 359.0, 734.0, 1225.0, 1674.0, 2310.0, 3105.0]",0.03521510195680033,"[1.0, 51.0, 60.0, 63.0, 64.0, 64.0, 64.0]","[1.0, 51.0, 60.0, 63.0, 64.0, 64.0, 64.0]",0.0105068901566909,0.030106369146332284,0.07311253504387756,0.015175660511410794,False
kd_variance,r16,original,438383,"[1.0, 477.0, 928.0, 1438.0, 1860.0, 2434.0, 3529.0]",0.2265625,0.0017975149583811416,0.005059502763565193,0.024063433116703888,299741,"[1.0, 361.0, 737.0, 1231.0, 1680.0, 2317.0, 3110.0]",0.034866768309974275,"[1.0, 51.0, 60.0, 63.0, 64.0, 64.0, 64.0]","[1.0, 51.0, 60.0, 63.0, 64.0, 64.0, 64.0]",0.010385895438463627,0.029745679006713308,0.07459002744175755,0.015076349248184266,False
kd_variance,r16,k256,438502,"[1.0, 897.0, 1524.0, 2133.0, 2576.0, 3101.0, 3764.0]",0.3720703125,0.0003762810659928575,0.0011721725328504773,0.006649912657182864,151020,"[1.0, 486.0, 917.0, 1480.0, 2029.0, 2769.0, 3506.0]",0.0188518077075884,"[1.0, 59.0, 63.0, 64.0, 64.0, 64.0, 64.0]","[1.0, 59.0, 63.0, 64.0, 64.0, 64.0, 64.0]",0.0030125290192519077,0.009454916967311438,0.23877200103990404,0.00861475301284598,False
kd_variance,r16,k1024,438515,"[1.0, 1504.0, 2239.0, 2845.0, 3225.0, 3615.0, 3973.0]",0.546630859375,4.560847405447932e-05,0.00017787304881246936,0.001418423543094307,35162,"[1.0, 458.25, 824.0, 1287.0, 1766.0, 2582.1699999999983, 3451.0]",0.016466640122859904,"[1.0, 63.0, 64.0, 64.0, 64.0, 64.0, 64.0]","[1.0, 62.0, 64.0, 64.0, 64.0, 64.0, 64.0]",0.0005792276204918873,0.002487942259671847,0.47524029964767456,0.006882429895910358,False
kd_variance,r32,k4,398889,"[1.0, 8.0, 24.0, 58.0, 109.0, 255.0, 1731.0]",0.005859375,0.21793782230144226,0.40404724121246766,0.7795050753467757,382290,"[1.0, 7.0, 22.0, 53.0, 97.0, 208.0, 644.0]",0.8041460671218185,"[1.0, 5.0, 13.0, 23.0, 32.0, 45.0, 62.0]","[1.0, 5.0, 12.0, 22.0, 31.0, 44.0, 63.0]",0.4295179862066891,0.6795248803551865,0.0,0.44641502524261684,True
kd_variance,r32,k16,428430,"[1.0, 30.0, 86.0, 185.0, 312.0, 599.0, 2483.0]",0.02099609375,0.0735452699390799,0.15920453749737412,0.41904628527414045,377821,"[1.0, 25.0, 72.0, 156.0, 262.0, 493.0, 1333.0]",0.46751504019098994,"[1.0, 14.0, 27.0, 40.0, 48.0, 57.0, 64.0]","[1.0, 13.0, 26.0, 38.0, 47.0, 57.0, 64.0]",0.19190766286207783,0.3607847256261233,0.0,0.21608380688209497,True
kd_variance,r32,k64,436440,"[1.0, 104.0, 254.0, 476.0, 716.0, 1163.0, 3079.0]",0.06201171875,0.01931078727889286,0.047502520392264685,0.16718449271377508,299267,"[1.0, 69.0, 173.0, 345.0, 542.0, 930.0, 1729.0]",0.2360400578747406,"[1.0, 28.0, 44.0, 53.0, 58.0, 63.0, 64.0]","[1.0, 27.0, 42.0, 52.0, 58.0, 62.0, 64.0]",0.06871734946384382,0.15532719274127027,0.00010768948767299056,0.09836366856352355,False
kd_variance,r32,original,436474,"[1.0, 105.0, 257.0, 481.0, 722.0, 1171.0, 3092.0]",0.062744140625,0.01891063385218822,0.046616751513263104,0.16509574453461145,297832,"[1.0, 70.0, 175.0, 348.0, 546.0, 935.0, 1742.0]",0.23417900024174704,"[1.0, 29.0, 44.0, 54.0, 58.0, 63.0, 64.0]","[1.0, 27.0, 42.0, 52.0, 58.0, 62.0, 64.0]",0.06770850039177591,0.15356241150675642,0.00011913653505134327,0.09737032958177765,False
kd_variance,r32,k256,438164,"[1.0, 299.0, 617.0, 1010.0, 1372.0, 1931.0, 3505.0]",0.150634765625,0.003902648323458796,0.010587359983932957,0.04729279447877963,150682,"[1.0, 124.0, 278.0, 526.0, 819.0, 1362.0, 2440.0]",0.12858204695982267,"[1.0, 45.0, 56.0, 61.0, 63.0, 64.0, 64.0]","[1.0, 43.0, 55.0, 60.0, 63.0, 64.0, 64.0]",0.01868022019152646,0.05119544280223843,0.01024958691266284,0.051817735363215246,False
kd_variance,r32,k1024,438479,"[1.0, 711.0, 1242.0, 1787.0, 2215.0, 2772.0, 3775.0]",0.30322265625,0.0005929588418145452,0.0017925601910239715,0.00973136683854871,35126,"[1.0, 139.0, 283.0, 500.0, 760.0, 1322.75, 2479.0]",0.10442407333599044,"[1.0, 57.0, 62.0, 63.0, 64.0, 64.0, 64.0]","[1.0, 55.0, 61.0, 63.0, 64.0, 64.0, 64.0]",0.003918089577836111,0.012675635549250934,0.11008508959380038,0.04469623640608097,False
kd_variance,r64,k4,218074,"[1.0, 1.0, 3.0, 8.0, 17.0, 77.0, 1092.0]",0.000732421875,0.7096352614250209,0.8937929326742299,0.9866329777965278,201475,"[1.0, 1.0, 3.0, 6.0, 13.0, 34.0, 143.0]",0.9992753443355255,"[1.0, 1.0, 3.0, 5.0, 10.0, 25.0, 60.0]","[1.0, 1.0, 2.0, 5.0, 9.0, 22.0, 56.0]",0.914253877124279,0.982790245512991,0.0,0.951562228564338,True
kd_variance,r64,k16,352984,"[1.0, 4.0, 10.0, 27.0, 57.0, 186.0, 1674.0]",0.00244140625,0.3857256986152347,0.6281247875257802,0.9168290914035764,302375,"[1.0, 3.0, 8.0, 19.0, 37.0, 88.0, 346.0]",0.9717172385283175,"[1.0, 3.0, 7.0, 13.0, 21.0, 39.0, 63.0]","[1.0, 3.0, 6.0, 12.0, 20.0, 36.0, 61.0]",0.663086712145593,0.8798982390136664,0.0,0.7425547747002894,True
kd_variance,r64,k64,415749,"[1.0, 14.0, 42.0, 99.0, 186.0, 450.0, 2436.0]",0.01025390625,0.14028175654060504,0.28102773548463134,0.6251632595628612,278576,"[1.0, 8.0, 23.0, 53.0, 95.0, 205.0, 554.0]",0.8048360232037218,"[1.0, 8.0, 18.0, 29.0, 38.0, 52.0, 64.0]","[1.0, 7.0, 16.0, 27.0, 36.0, 50.0, 64.0]",0.32306271331981556,0.554673613165636,0.0,0.4518730974671185,True
kd_variance,r64,original,416167,"[1.0, 14.0, 43.0, 101.0, 189.0, 455.0, 2442.0]",0.010498046875,0.13838915627620643,0.2775400259991782,0.6202702280574866,277525,"[1.0, 8.0, 24.0, 54.0, 96.0, 207.0, 558.0]",0.8017800198180344,"[1.0, 8.0, 18.0, 29.0, 39.0, 52.0, 64.0]","[1.0, 7.0, 16.0, 27.0, 37.0, 50.0, 64.0]",0.31956161829265656,0.5500652382336898,0.0,0.4489361318800108,True
kd_variance,r64,k256,434395,"[1.0, 63.0, 162.0, 323.0, 519.0, 962.0, 3113.0]",0.03955078125,0.0336306817527826,0.08043831075403722,0.2552515567628541,146913,"[1.0, 19.0, 49.0, 106.0, 185.0, 366.0, 850.0]",0.5887634178050956,"[1.0, 22.0, 36.0, 47.0, 54.0, 60.0, 64.0]","[1.0, 20.0, 33.0, 45.0, 52.0, 60.0, 64.0]",0.10931295249715121,0.2329884091667722,2.30205227960727e-06,0.2858086078155099,True
kd_variance,r64,k1024,437977,"[1.0, 239.0, 502.0, 841.0, 1177.0, 1757.2399999999907, 3543.0]",0.12255859375,0.005301648260068451,0.014521310479774053,0.06271790527813105,34624,"[1.0, 26.0, 60.0, 119.0, 200.0, 412.0, 1092.0]",0.5252137245841035,"[1.0, 41.0, 53.0, 59.0, 62.0, 64.0, 64.0]","[1.0, 38.0, 51.0, 58.0, 61.0, 64.0, 64.0]",0.024284380230012077,0.06550115645342107,0.001573141968642189,0.24589879852125693,False
pca_sort,oracle,k4,12759,"[1.0, 1.0, 1.0, 3.0, 11.0, 177.42000000000007, 1290.0]",0.000244140625,0.8554745669723333,0.9249157457480994,0.9756250489850302,0,,,,,,,,,
pca_sort,oracle,k16,34329,"[1.0, 1.0, 2.0, 6.0, 19.0, 246.72000000000116, 1803.0]",0.00048828125,0.7598823152436716,0.8866555973083982,0.9617233243030674,0,,,,,,,,,
