layout,kind,cell,parent,child,full_offdiag_occupied_parents,active_child_quantiles,mean_active_children,active_child_fraction,top_child_mass_quantiles,at_most_quarter_children_fraction,capacity_reduction,subtile_opportunity_gate
original,r64,k1024,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06481481481481481, 0.07314137579853718, 0.07634285714285714, 0.08032440839906677, 0.08436507066944231, 0.09198972681052846, 0.10208243881494204]",0.0,0.0,False
original,r64,k1024,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06744186046511629, 0.08732876712328767, 0.09404990403071017, 0.10231660231660232, 0.11132075471698114, 0.13141025641025642, 0.2]",0.0,0.0,False
random,oracle,k4,256,64,25571,"[1.0, 2.0, 3.0, 5.0, 6.0, 9.0, 13.0]",3.5250087990301515,0.22031304993938447,"[0.08333333333333333, 0.3, 0.4, 0.5, 1.0, 1.0, 1.0]",0.7239450940518556,0.7789274288566443,True
random,oracle,k4,64,16,90528,"[1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 8.0]",1.2371973312124425,0.07732483320077765,"[0.125, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9983099151643691,0.9216183846927953,True
random,oracle,k16,256,64,27244,"[1.0, 7.0, 9.0, 11.0, 13.0, 15.0, 16.0]",8.921487299955954,0.5575929562472471,"[0.08333333333333333, 0.18518518518518517, 0.23076923076923078, 0.2857142857142857, 0.36363636363636365, 0.6, 1.0]",0.061077668477462925,0.4421101078729319,True
random,oracle,k16,64,16,244318,"[1.0, 1.0, 1.0, 2.0, 3.0, 5.0, 13.0]",1.7355577566941445,0.10847235979338403,"[0.09090909090909091, 0.5, 1.0, 1.0, 1.0, 1.0, 1.0]",0.9766410988957015,0.8910963602342996,True
random,oracle,k64,256,64,27261,"[7.0, 14.0, 15.0, 16.0, 16.0, 16.0, 16.0]",14.852793367814828,0.9282995854884267,"[0.08450704225352113, 0.1323529411764706, 0.15384615384615385, 0.18181818181818182, 0.2125, 0.2818345973275556, 0.4186046511627907]",0.0,0.07172659122347957,False
random,oracle,k64,64,16,407044,"[1.0, 2.0, 3.0, 5.0, 6.0, 9.0, 16.0]",3.535119053468421,0.22094494084177632,"[0.07142857142857142, 0.29411764705882354, 0.4, 0.5, 1.0, 1.0, 1.0]",0.7200056996295241,0.7787670770954165,True
random,oracle,original,256,64,27261,"[7.0, 14.0, 15.0, 16.0, 16.0, 16.0, 16.0]",14.894758079307435,0.9309223799567147,"[0.08163265306122448, 0.1320754716981132, 0.15384615384615385, 0.18085106382978725, 0.21153846153846154, 0.28019512195122026, 0.4166666666666667]",0.0,0.06910519491341816,False
random,oracle,original,64,16,408194,"[1.0, 2.0, 3.0, 5.0, 6.0, 9.0, 16.0]",3.573411172138738,0.22333819825867113,"[0.07142857142857142, 0.2857142857142857, 0.4, 0.5, 1.0, 1.0, 1.0]",0.7131657986153642,0.7763739332771246,True
random,oracle,k256,256,64,27261,"[15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.995671472066322,0.9997294670041451,"[0.07509881422924901, 0.10434782608695652, 0.11650485436893204, 0.1320754716981132, 0.14930555555555555, 0.1862506946098278, 0.24]",0.0,0.0002741998744465457,False
random,oracle,k256,64,16,438396,"[1.0, 7.0, 9.0, 11.0, 13.0, 15.0, 16.0]",8.945398680644896,0.559087417540306,"[0.07692307692307693, 0.18181818181818182, 0.22727272727272727, 0.2857142857142857, 0.35714285714285715, 0.5384615384615384, 1.0]",0.057085374866559,0.4407000213486092,True
random,oracle,k1024,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06884681583476764, 0.08816705336426914, 0.09606147934678194, 0.10604651162790697, 0.11653645833333333, 0.13871970212308907, 0.18328840970350405]",0.0,0.0,False
random,oracle,k1024,64,16,438516,"[5.0, 14.0, 15.0, 16.0, 16.0, 16.0, 16.0]",14.960580685767452,0.9350362928604657,"[0.07368421052631578, 0.1282051282051282, 0.14864864864864866, 0.17543859649122806, 0.20588235294117646, 0.2753623188405797, 0.5357142857142857]",0.0,0.06491639361566193,False
random,r16,k4,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06546762589928058, 0.07491789819376027, 0.07829181494661921, 0.08229191228483848, 0.08640752661549889, 0.09475589624023682, 0.11240934730056407]",0.0,0.0,False
random,r16,k4,64,16,438516,"[15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.999776518986765,0.9999860324366728,"[0.07011070110701106, 0.09352517985611511, 0.10185185185185185, 0.11231884057971014, 0.124, 0.14953271028037382, 0.2248995983935743]",0.0,1.3937545485398495e-05,False
random,r16,k16,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06471396848894999, 0.07248618784530386, 0.07518289251547552, 0.0783321060382916, 0.08152524167561762, 0.08802605175622055, 0.10001009183570492]",0.0,0.0,False
random,r16,k16,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06738131699846861, 0.08576051779935275, 0.09205020920502092, 0.09982174688057041, 0.108348134991119, 0.1264957264957265, 0.1663286004056795]",0.0,0.0,False
random,r16,k64,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06436600991176115, 0.07066021245125723, 0.07286269430051813, 0.0753642304694526, 0.0779017553408627, 0.0832961250320314, 0.09250997886827894]",0.0,0.0,False
random,r16,k64,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.066006600660066, 0.08055555555555556, 0.08545269582909461, 0.09140369967355821, 0.09771689497716896, 0.11084905660377359, 0.14347357065803668]",0.0,0.0,False
random,r16,original,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06435137895812053, 0.07064905226881103, 0.07284459819052688, 0.07533745594786888, 0.07784570596797671, 0.0832304710088832, 0.09225738642998949]",0.0,0.0,False
random,r16,original,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06615532118887824, 0.0804953560371517, 0.08537886872998933, 0.0913145296520867, 0.0976116303219107, 0.11062906724511931, 0.14346895074946467]",0.0,0.0,False
random,r16,k256,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06429565359744618, 0.06901615271659324, 0.07077868852459017, 0.07275817416639689, 0.07474982746721877, 0.07888635953052484, 0.08671848079941805]",0.0,0.0,False
random,r16,k256,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06554524361948956, 0.07647058823529412, 0.08029197080291971, 0.08486383787207093, 0.08956949505396344, 0.0990990990990991, 0.12413314840499307]",0.0,0.0,False
random,r16,k1024,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.0636417556346382, 0.06747090547828555, 0.0688542372881356, 0.07041241954642137, 0.07201005455739952, 0.07507689881540021, 0.0796812749003984]",0.0,0.0,False
random,r16,k1024,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06428867689755288, 0.07303921568627451, 0.07596153846153846, 0.07941579187585578, 0.08291956305858987, 0.08971553610503283, 0.10458806117414898]",0.0,0.0,False
random,r32,k4,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06923076923076923, 0.08716323296354993, 0.09370199692780339, 0.10204081632653061, 0.11126961483594865, 0.13071277854974014, 0.1720647773279352]",0.0,0.0,False
random,r32,k4,64,16,438516,"[3.0, 13.0, 14.0, 15.0, 16.0, 16.0, 16.0]",13.848904030867745,0.8655565019292341,"[0.07317073170731707, 0.13559322033898305, 0.1568627450980392, 0.18421052631578946, 0.21428571428571427, 0.2857142857142857, 0.5384615384615384]",1.1402092512017805e-05,0.13445151914134768,False
random,r32,k16,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06791827719491994, 0.0796812749003984, 0.08428571428571428, 0.09003831417624521, 0.09626512361914781, 0.10897249702848766, 0.1346153846153846]",0.0,0.0,False
random,r32,k16,64,16,438516,"[12.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.935555373122074,0.9959722108201297,"[0.072, 0.10714285714285714, 0.11926605504587157, 0.1346153846153846, 0.152, 0.19101123595505617, 0.3448275862068966]",0.0,0.004027523985711379,False
random,r32,k64,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06506338553318419, 0.07526107310046813, 0.0788111217641419, 0.08302183749754083, 0.08759124087591241, 0.09707526306535215, 0.11413043478260869]",0.0,0.0,False
random,r32,k64,64,16,438516,"[15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.999913344096909,0.9999945840060568,"[0.06914893617021277, 0.09294871794871795, 0.10130718954248366, 0.11182108626198083, 0.12345679012345678, 0.14903846153846154, 0.21241830065359477]",0.0,5.404354371907338e-06,False
random,r32,original,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06517839346222842, 0.07523148148148148, 0.07877247849882721, 0.08294442087399237, 0.0875, 0.09702942587395758, 0.11307631160572337]",0.0,0.0,False
random,r32,original,64,16,438516,"[15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.999922465770918,0.9999951541106824,"[0.06842105263157895, 0.09285714285714286, 0.10114942528735632, 0.11159737417943107, 0.12318840579710146, 0.14871794871794872, 0.20967741935483872]",0.0,4.835474964326458e-06,False
random,r32,k256,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06522693354402599, 0.07214291819813659, 0.0748444609527347, 0.0780759493670886, 0.08137530617799148, 0.08867261452809871, 0.10076743410076744]",0.0,0.0,False
random,r32,k256,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06697459584295612, 0.0844062947067239, 0.09047619047619047, 0.09796437659033079, 0.10610079575596817, 0.12332112332112333, 0.17286245353159851]",0.0,0.0,False
random,r32,k1024,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06441184985042941, 0.0697430229345123, 0.07180308767841538, 0.07415284961570068, 0.0765166036367404, 0.08184936737153115, 0.09150391593139685]",0.0,0.0,False
random,r32,k1024,64,16,438516,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.0653930933137399, 0.07848837209302326, 0.08287724784988272, 0.08818635607321132, 0.09384858044164038, 0.10555936073059351, 0.13333333333333333]",0.0,0.0,False
random,r64,k4,256,64,27261,"[9.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.234620886981402,0.9521638054363376,"[0.07317073170731707, 0.125, 0.1411764705882353, 0.16326530612244897, 0.18867924528301888, 0.24242424242424243, 0.3888888888888889]",0.0,0.0480384526924551,False
random,r64,k4,64,16,417479,"[1.0, 2.0, 3.0, 5.0, 6.0, 9.0, 15.0]",3.4967986413687875,0.21854991508554922,"[0.08333333333333333, 0.2857142857142857, 0.4, 0.5, 1.0, 1.0, 1.0]",0.7330452549709087,0.7811893277505305,True
random,r64,k16,256,64,27261,"[15.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.999706540479073,0.999981658779942,"[0.07277628032345014, 0.09646302250803858, 0.10583941605839416, 0.11799410029498525, 0.13138686131386862, 0.1596401941058114, 0.2112676056338028]",0.0,2.047965867235657e-05,False
random,r64,k16,64,16,438508,"[1.0, 8.0, 10.0, 12.0, 13.0, 15.0, 16.0]",10.041392631377306,0.6275870394610816,"[0.07142857142857142, 0.16666666666666666, 0.2, 0.25, 0.3, 0.42857142857142855, 1.0]",0.01477966194459394,0.3723040686084038,True
random,r64,k64,256,64,27261,"[16.0, 16.0, 16.0, 16.0, 16.0, 16.0, 16.0]",16.0,1.0,"[0.06910167818361303, 0.08462164361269324, 0.09074243813015583, 0.0983739837398374, 0.10654827968923418, 0.12334762708741107, 0.1517113783533765]",0.0,0.0,False
random,r64,k64,64,16,438516,"[7.0, 15.0, 16.0, 16.0, 16.0, 16.0, 16.0]",15.347291774986546,0.9592057359366591,"[0.07216494845360824, 0.12121212121212122, 0.13829787234042554, 0.16, 0.18421052631578946, 0.24, 0.4]",0.0,0.04078282250851373,False
