layout,kind,cell,size,total_pairs,candidate_pairs,true_pairs,false_candidates,candidate_pair_fraction,false_candidate_share,total_tiles,occupied_tiles,rejected_tile_fraction,oracle_empty_tiles,empty_tile_recall,occupied_pair_capacity,occupied_capacity_fraction,work_amplification,information_limited
original,r32,original,32,1800030000,143420637,1993039,141427598,0.079676803719938,0.9861035410127205,1758750,1758750,0.0,759804,0.0,1800030000,1.0,12.550704261618918,False
original,r32,original,64,1800030000,143420637,1993039,141427598,0.079676803719938,0.9861035410127205,440391,440391,0.0,29176,0.0,1800030000,1.0,12.550704261618918,False
original,r32,original,256,1800030000,143420637,1993039,141427598,0.079676803719938,0.9861035410127205,27730,27730,0.0,0,,1800030000,1.0,12.550704261618918,False
original,r32,k256,16,1800030000,304229836,7744714,296485122,0.1690137586595779,0.9745432134407751,7033125,7033125,0.0,3085093,0.0,1800030000,1.0,5.916678073612741,False
original,r32,k256,32,1800030000,304229836,7744714,296485122,0.1690137586595779,0.9745432134407751,1758750,1758750,0.0,112661,0.0,1800030000,1.0,5.916678073612741,False
original,r32,k256,64,1800030000,304229836,7744714,296485122,0.1690137586595779,0.9745432134407751,440391,440391,0.0,133,0.0,1800030000,1.0,5.916678073612741,False
original,r32,k256,256,1800030000,304229836,7744714,296485122,0.1690137586595779,0.9745432134407751,27730,27730,0.0,0,,1800030000,1.0,5.916678073612741,False
original,r32,k1024,16,1800030000,557789774,30759403,527030371,0.30987804314372536,0.9448548459764341,7033125,7033125,0.0,465004,0.0,1800030000,1.0,3.2270760130500347,False
original,r32,k1024,32,1800030000,557789774,30759403,527030371,0.30987804314372536,0.9448548459764341,1758750,1758750,0.0,357,0.0,1800030000,1.0,3.2270760130500347,False
original,r32,k1024,64,1800030000,557789774,30759403,527030371,0.30987804314372536,0.9448548459764341,440391,440391,0.0,0,,1800030000,1.0,3.2270760130500347,False
original,r32,k1024,256,1800030000,557789774,30759403,527030371,0.30987804314372536,0.9448548459764341,27730,27730,0.0,0,,1800030000,1.0,3.2270760130500347,False
original,r64,k4,16,1800030000,1848123,178659,1669464,0.0010267178880351993,0.903329486186796,7033125,1465466,0.7916337332266951,6916528,0.8049788853598222,374709296,0.20816836163841715,202.7512757538324,False
original,r64,k4,32,1800030000,1848123,178659,1669464,0.0010267178880351993,0.903329486186796,1758750,1025000,0.4171997157071784,1650153,0.444655737983084,1048670000,0.5825847346988662,567.4243543313946,False
original,r64,k4,64,1800030000,1848123,178659,1669464,0.0010267178880351993,0.903329486186796,440391,418932,0.04872715382466944,348298,0.061611034229309386,1712922416,0.9516077043160391,926.8443799465729,False
original,r64,k4,256,1800030000,1848123,178659,1669464,0.0010267178880351993,0.903329486186796,27730,27730,0.0,1625,0.0,1800030000,1.0,973.9773813755903,False
original,r64,k16,16,1800030000,8433420,538429,7894991,0.0046851552474125435,0.9361553201429551,7033125,4402752,0.3739977605971741,6600970,0.39848279874018516,1126654512,0.6259087415209746,133.59402377683074,False
original,r64,k16,32,1800030000,8433420,538429,7894991,0.0046851552474125435,0.9361553201429551,1758750,1703864,0.03120739161336176,1388385,0.03953226230476417,1743826736,0.9687764848363638,206.77574886582192,False
original,r64,k16,64,1800030000,8433420,538429,7894991,0.0046851552474125435,0.9361553201429551,440391,440371,4.5414188754992724e-05,192407,0.00010394632211925762,1799966512,0.999964729476731,213.43257089057582,False
original,r64,k16,256,1800030000,8433420,538429,7894991,0.0046851552474125435,0.9361553201429551,27730,27730,0.0,2,0.0,1800030000,1.0,213.44009903455537,False
original,r64,k64,16,1800030000,31507776,1961499,29546277,0.017504028266195563,0.9377455584297667,7033125,6732654,0.042722260730471875,5574024,0.05390558060029881,1723109424,0.957267058882352,54.6883862574115,False
original,r64,k64,32,1800030000,31507776,1961499,29546277,0.017504028266195563,0.9377455584297667,1758750,1758692,3.297796730632551e-05,769054,7.541733090264143e-05,1799970608,0.9999670049943612,57.12782165266123,False
original,r64,k64,64,1800030000,31507776,1961499,29546277,0.017504028266195563,0.9377455584297667,440391,440391,0.0,30246,0.0,1800030000,1.0,57.12970664765422,False
original,r64,k64,256,1800030000,31507776,1961499,29546277,0.017504028266195563,0.9377455584297667,27730,27730,0.0,0,,1800030000,1.0,57.12970664765422,False
original,r64,original,16,1800030000,31973073,1993039,29980034,0.017762522291295144,0.9376650783614074,7033125,6744204,0.041080031991468945,5554182,0.0520186410888228,1726066224,0.9589096981716971,53.98499618726045,False
original,r64,original,32,1800030000,31973073,1993039,29980034,0.017762522291295144,0.9376650783614074,1758750,1758700,2.8429282160625443e-05,759804,6.58064448199799e-05,1799978800,0.9999715560296217,56.2967094217062,False
original,r64,original,64,1800030000,31973073,1993039,29980034,0.017762522291295144,0.9376650783614074,440391,440391,0.0,29176,0.0,1800030000,1.0,56.29831076919006,False
original,r64,original,256,1800030000,31973073,1993039,29980034,0.017762522291295144,0.9376650783614074,27730,27730,0.0,0,,1800030000,1.0,56.29831076919006,False
original,r64,k256,16,1800030000,98589072,7744714,90844358,0.054770793820103,0.9214444984328486,7033125,7031244,0.00026744868035190615,3085093,0.0006097060931388454,1799548464,0.9997324844585923,18.253021633067,False
original,r64,k256,32,1800030000,98589072,7744714,90844358,0.054770793820103,0.9214444984328486,1758750,1758750,0.0,112661,0.0,1800030000,1.0,18.25790590665059,False
original,r64,k256,64,1800030000,98589072,7744714,90844358,0.054770793820103,0.9214444984328486,440391,440391,0.0,133,0.0,1800030000,1.0,18.25790590665059,False
original,r64,k256,256,1800030000,98589072,7744714,90844358,0.054770793820103,0.9214444984328486,27730,27730,0.0,0,,1800030000,1.0,18.25790590665059,False
original,r64,k1024,16,1800030000,255024243,30759403,224264840,0.1416777737037716,0.879386357006067,7033125,7033125,0.0,465004,0.0,1800030000,1.0,7.05827014257621,False
