dataset,layout,cell,threshold,bound,tiles,pruned_tiles,pruned_tile_fraction,pruned_pairs,pruned_pair_fraction,ideal_empty_tiles,ideal_empty_tile_fraction,ideal_empty_pair_fraction,reference_entries,reference_occupancy_check
cifar60000,balanced_2means,original,0.3955230712890625,ball,440391,0,0.0,0,0.0,395870,0.8989057451219484,0.8998614111987022,3926078,True
cifar60000,balanced_2means,original,0.3955230712890625,aabb,440391,0,0.0,0,0.0,395870,0.8989057451219484,0.8998614111987022,3926078,True
cifar60000,balanced_2means,original,0.3955230712890625,pivots,440391,0,0.0,0,0.0,395870,0.8989057451219484,0.8998614111987022,3926078,True
cifar60000,balanced_2means,original,0.3955230712890625,pca32,440391,3121,0.007086884155216615,12783616,0.007101890524046821,395870,0.8989057451219484,0.8998614111987022,3926078,True
cifar60000,balanced_2means,original,0.3955230712890625,combined,440391,3121,0.007086884155216615,12783616,0.007101890524046821,395870,0.8989057451219484,0.8998614111987022,3926078,True
cifar60000,balanced_2means,k256,0.4787180423736572,ball,440391,0,0.0,0,0.0,325264,0.7385800345601976,0.7392724432370572,15429428,True
cifar60000,balanced_2means,k256,0.4787180423736572,aabb,440391,0,0.0,0,0.0,325264,0.7385800345601976,0.7392724432370572,15429428,True
cifar60000,balanced_2means,k256,0.4787180423736572,pivots,440391,0,0.0,0,0.0,325264,0.7385800345601976,0.7392724432370572,15429428,True
cifar60000,balanced_2means,k256,0.4787180423736572,pca32,440391,1321,0.002999607167267269,5410816,0.0030059587895757294,325264,0.7385800345601976,0.7392724432370572,15429428,True
cifar60000,balanced_2means,k256,0.4787180423736572,combined,440391,1321,0.002999607167267269,5410816,0.0030059587895757294,325264,0.7385800345601976,0.7392724432370572,15429428,True
cifar60000,balanced_2means,k1024,0.5802154541015625,ball,440391,0,0.0,0,0.0,199547,0.45311325617462667,0.453359341788748,61458806,True
cifar60000,balanced_2means,k1024,0.5802154541015625,aabb,440391,0,0.0,0,0.0,199547,0.45311325617462667,0.453359341788748,61458806,True
cifar60000,balanced_2means,k1024,0.5802154541015625,pivots,440391,0,0.0,0,0.0,199547,0.45311325617462667,0.453359341788748,61458806,True
cifar60000,balanced_2means,k1024,0.5802154541015625,pca32,440391,536,0.001217100258633805,2195456,0.0012196774498202808,199547,0.45311325617462667,0.453359341788748,61458806,True
cifar60000,balanced_2means,k1024,0.5802154541015625,combined,440391,536,0.001217100258633805,2195456,0.0012196774498202808,199547,0.45311325617462667,0.453359341788748,61458806,True
sift128,original,k1,0.66363525390625,ball,2080,0,0.0,0,0.0,863,0.4149038461538462,0.4212838662435929,6144,True
sift128,original,k1,0.66363525390625,aabb,2080,0,0.0,0,0.0,863,0.4149038461538462,0.4212838662435929,6144,True
sift128,original,k1,0.66363525390625,pivots,2080,0,0.0,0,0.0,863,0.4149038461538462,0.4212838662435929,6144,True
sift128,original,k1,0.66363525390625,pca32,2080,0,0.0,0,0.0,863,0.4149038461538462,0.4212838662435929,6144,True
sift128,original,k1,0.66363525390625,combined,2080,0,0.0,0,0.0,863,0.4149038461538462,0.4212838662435929,6144,True
sift128,original,k16,1.2014694213867188,ball,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
sift128,original,k16,1.2014694213867188,aabb,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
sift128,original,k16,1.2014694213867188,pivots,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
sift128,original,k16,1.2014694213867188,pca32,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
sift128,original,k16,1.2014694213867188,combined,2080,0,0.0,0,0.0,0,0.0,0.0,36864,True
sift128,original,k64,1.5693893432617188,ball,2080,0,0.0,0,0.0,0,0.0,0.0,135172,True
sift128,original,k64,1.5693893432617188,aabb,2080,0,0.0,0,0.0,0,0.0,0.0,135172,True
sift128,original,k64,1.5693893432617188,pivots,2080,0,0.0,0,0.0,0,0.0,0.0,135172,True
sift128,original,k64,1.5693893432617188,pca32,2080,0,0.0,0,0.0,0,0.0,0.0,135172,True
sift128,original,k64,1.5693893432617188,combined,2080,0,0.0,0,0.0,0,0.0,0.0,135172,True
sift128,pca_sort,k1,0.66363525390625,ball,2080,0,0.0,0,0.0,1751,0.8418269230769231,0.8547717842323651,6144,True
sift128,pca_sort,k1,0.66363525390625,aabb,2080,0,0.0,0,0.0,1751,0.8418269230769231,0.8547717842323651,6144,True
sift128,pca_sort,k1,0.66363525390625,pivots,2080,0,0.0,0,0.0,1751,0.8418269230769231,0.8547717842323651,6144,True
sift128,pca_sort,k1,0.66363525390625,pca32,2080,990,0.47596153846153844,4055040,0.4832804491091042,1751,0.8418269230769231,0.8547717842323651,6144,True
sift128,pca_sort,k1,0.66363525390625,combined,2080,990,0.47596153846153844,4055040,0.4832804491091042,1751,0.8418269230769231,0.8547717842323651,6144,True
sift128,pca_sort,k16,1.2014694213867188,ball,2080,0,0.0,0,0.0,1248,0.6,0.6092262631193556,36864,True
sift128,pca_sort,k16,1.2014694213867188,aabb,2080,0,0.0,0,0.0,1248,0.6,0.6092262631193556,36864,True
sift128,pca_sort,k16,1.2014694213867188,pivots,2080,0,0.0,0,0.0,1248,0.6,0.6092262631193556,36864,True
sift128,pca_sort,k16,1.2014694213867188,pca32,2080,952,0.4576923076923077,3899392,0.46473029045643155,1248,0.6,0.6092262631193556,36864,True
sift128,pca_sort,k16,1.2014694213867188,combined,2080,952,0.4576923076923077,3899392,0.46473029045643155,1248,0.6,0.6092262631193556,36864,True
sift128,pca_sort,k64,1.5693893432617188,ball,2080,0,0.0,0,0.0,1096,0.5269230769230769,0.5350256285086649,135172,True
sift128,pca_sort,k64,1.5693893432617188,aabb,2080,0,0.0,0,0.0,1096,0.5269230769230769,0.5350256285086649,135172,True
sift128,pca_sort,k64,1.5693893432617188,pivots,2080,0,0.0,0,0.0,1096,0.5269230769230769,0.5350256285086649,135172,True
sift128,pca_sort,k64,1.5693893432617188,pca32,2080,895,0.43028846153846156,3665920,0.4369050524774225,1096,0.5269230769230769,0.5350256285086649,135172,True
sift128,pca_sort,k64,1.5693893432617188,combined,2080,895,0.43028846153846156,3665920,0.4369050524774225,1096,0.5269230769230769,0.5350256285086649,135172,True
sift128,balanced_axis,k1,0.66363525390625,ball,2080,0,0.0,0,0.0,1895,0.9110576923076923,0.9250671222845985,6144,True
sift128,balanced_axis,k1,0.66363525390625,aabb,2080,0,0.0,0,0.0,1895,0.9110576923076923,0.9250671222845985,6144,True
sift128,balanced_axis,k1,0.66363525390625,pivots,2080,11,0.005288461538461539,45056,0.005369782767878936,1895,0.9110576923076923,0.9250671222845985,6144,True
sift128,balanced_axis,k1,0.66363525390625,pca32,2080,381,0.1831730769230769,1560576,0.18598974859653405,1895,0.9110576923076923,0.9250671222845985,6144,True
sift128,balanced_axis,k1,0.66363525390625,combined,2080,381,0.1831730769230769,1560576,0.18598974859653405,1895,0.9110576923076923,0.9250671222845985,6144,True
sift128,balanced_axis,k16,1.2014694213867188,ball,2080,0,0.0,0,0.0,1316,0.6326923076923077,0.6424212838662436,36864,True
sift128,balanced_axis,k16,1.2014694213867188,aabb,2080,0,0.0,0,0.0,1316,0.6326923076923077,0.6424212838662436,36864,True
sift128,balanced_axis,k16,1.2014694213867188,pivots,2080,0,0.0,0,0.0,1316,0.6326923076923077,0.6424212838662436,36864,True
sift128,balanced_axis,k16,1.2014694213867188,pca32,2080,128,0.06153846153846154,524288,0.062484744935318526,1316,0.6326923076923077,0.6424212838662436,36864,True
sift128,balanced_axis,k16,1.2014694213867188,combined,2080,128,0.06153846153846154,524288,0.062484744935318526,1316,0.6326923076923077,0.6424212838662436,36864,True
sift128,balanced_axis,k64,1.5693893432617188,ball,2080,0,0.0,0,0.0,1051,0.5052884615384615,0.5130583353673419,135172,True
sift128,balanced_axis,k64,1.5693893432617188,aabb,2080,0,0.0,0,0.0,1051,0.5052884615384615,0.5130583353673419,135172,True
sift128,balanced_axis,k64,1.5693893432617188,pivots,2080,0,0.0,0,0.0,1051,0.5052884615384615,0.5130583353673419,135172,True
sift128,balanced_axis,k64,1.5693893432617188,pca32,2080,17,0.008173076923076924,69632,0.008298755186721992,1051,0.5052884615384615,0.5130583353673419,135172,True
sift128,balanced_axis,k64,1.5693893432617188,combined,2080,17,0.008173076923076924,69632,0.008298755186721992,1051,0.5052884615384615,0.5130583353673419,135172,True
sift128,balanced_2means,k1,0.66363525390625,ball,2080,0,0.0,0,0.0,1923,0.9245192307692308,0.9387356602391994,6144,True
sift128,balanced_2means,k1,0.66363525390625,aabb,2080,0,0.0,0,0.0,1923,0.9245192307692308,0.9387356602391994,6144,True
sift128,balanced_2means,k1,0.66363525390625,pivots,2080,28,0.013461538461538462,114688,0.013668537954600928,1923,0.9245192307692308,0.9387356602391994,6144,True
sift128,balanced_2means,k1,0.66363525390625,pca32,2080,757,0.3639423076923077,3100672,0.36953868684403224,1923,0.9245192307692308,0.9387356602391994,6144,True
sift128,balanced_2means,k1,0.66363525390625,combined,2080,757,0.3639423076923077,3100672,0.36953868684403224,1923,0.9245192307692308,0.9387356602391994,6144,True
sift128,balanced_2means,k16,1.2014694213867188,ball,2080,0,0.0,0,0.0,1461,0.7024038461538461,0.7132047839882841,36864,True
sift128,balanced_2means,k16,1.2014694213867188,aabb,2080,0,0.0,0,0.0,1461,0.7024038461538461,0.7132047839882841,36864,True
sift128,balanced_2means,k16,1.2014694213867188,pivots,2080,0,0.0,0,0.0,1461,0.7024038461538461,0.7132047839882841,36864,True
sift128,balanced_2means,k16,1.2014694213867188,pca32,2080,300,0.14423076923076922,1228800,0.1464486209421528,1461,0.7024038461538461,0.7132047839882841,36864,True
sift128,balanced_2means,k16,1.2014694213867188,combined,2080,300,0.14423076923076922,1228800,0.1464486209421528,1461,0.7024038461538461,0.7132047839882841,36864,True
sift128,balanced_2means,k64,1.5693893432617188,ball,2080,0,0.0,0,0.0,1213,0.583173076923077,0.5921405906761045,135172,True
sift128,balanced_2means,k64,1.5693893432617188,aabb,2080,0,0.0,0,0.0,1213,0.583173076923077,0.5921405906761045,135172,True
sift128,balanced_2means,k64,1.5693893432617188,pivots,2080,0,0.0,0,0.0,1213,0.583173076923077,0.5921405906761045,135172,True
sift128,balanced_2means,k64,1.5693893432617188,pca32,2080,81,0.03894230769230769,331776,0.03954112765438125,1213,0.583173076923077,0.5921405906761045,135172,True
sift128,balanced_2means,k64,1.5693893432617188,combined,2080,81,0.03894230769230769,331776,0.03954112765438125,1213,0.583173076923077,0.5921405906761045,135172,True
fashion784,original,k1,10.910614013671875,ball,2080,0,0.0,0,0.0,826,0.3971153846153846,0.40322186966072737,6144,True
fashion784,original,k1,10.910614013671875,aabb,2080,0,0.0,0,0.0,826,0.3971153846153846,0.40322186966072737,6144,True
fashion784,original,k1,10.910614013671875,pivots,2080,0,0.0,0,0.0,826,0.3971153846153846,0.40322186966072737,6144,True
