process,repeat,cell,method,mode,seconds,executed_tiles,batches,output_sha256
2,3,k1024,F16,original_full,0.3435159150103573,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,3,k1024,F16,geometric,0.34067166000022553,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k4,F8,geometric,0.04366418399149552,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k4,F8,original_full,0.047459536988753825,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k4,F8,layout_full,0.049058201009756885,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k4,F16,geometric,0.04573295099544339,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k4,F16,original_full,0.052082576003158465,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k4,F16,layout_full,0.05186021300323773,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F16,geometric,0.04567266099911649,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F16,layout_full,0.05169245599245187,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F16,original_full,0.052007386009790935,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F8,geometric,0.04366762199788354,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F8,layout_full,0.048964971996610984,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,1,k4,F8,original_full,0.04724841999995988,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F8,layout_full,0.04865677599445917,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F8,geometric,0.043295521012623794,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F8,original_full,0.04782774699560832,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F16,layout_full,0.05135344801237807,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F16,geometric,0.0457500189950224,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,2,k4,F16,original_full,0.06274091399973258,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F16,layout_full,0.05416908899496775,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F16,original_full,0.05231122000259347,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F16,geometric,0.04564362100791186,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F8,layout_full,0.04906622599810362,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F8,original_full,0.04734364300384186,440391,108,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,3,k4,F8,geometric,0.04374861900578253,346802,85,0b1503dbe8814b114412ba0d04f6d10d958ae15ab7817d3a8dab4413f8f7579a
2,0,k16,F16,geometric,0.049121793010272086,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k16,F16,original_full,0.053997793002054095,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k16,F16,layout_full,0.05421784099598881,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k16,F8,geometric,0.04688644099223893,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k16,F8,original_full,0.04952937400958035,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k16,F8,layout_full,0.05116796099173371,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F8,geometric,0.04673390100651886,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F8,layout_full,0.05107629999110941,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F8,original_full,0.0494501439970918,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F16,geometric,0.04911740000534337,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F16,layout_full,0.05386867199558765,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,1,k16,F16,original_full,0.054166677000466734,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F16,layout_full,0.05414137699699495,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F16,geometric,0.049474095008918084,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F16,original_full,0.053954388000420295,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F8,layout_full,0.05211791799229104,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F8,geometric,0.046624369992059655,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,2,k16,F8,original_full,0.04946146500878967,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F8,layout_full,0.050688579998677596,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F8,original_full,0.04963418000261299,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F8,geometric,0.04659320900100283,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F16,layout_full,0.053643474995624274,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F16,original_full,0.0535304099903442,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,3,k16,F16,geometric,0.048875820997636765,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
