process,repeat,cell,method,mode,seconds,executed_tiles,batches,output_sha256
1,3,k1024,F16,layout_full,0.34190044199931435,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
1,3,k1024,F8,original_full,0.378190399002051,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
1,3,k1024,F8,geometric,0.37587984299170785,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
1,3,k1024,F8,layout_full,0.3762996360019315,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
1,0,k256,F16,layout_full,0.12709928399999626,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,k256,F16,geometric,0.12489195200032555,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,k256,F16,original_full,0.12659067600907292,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,k256,F8,layout_full,0.13477382699784357,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,k256,F8,geometric,0.1326962849998381,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,k256,F8,original_full,0.13195743400137872,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F8,layout_full,0.1347625899943523,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F8,original_full,0.13203521999821533,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F8,geometric,0.1327002839971101,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F16,layout_full,0.1286141690070508,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F16,original_full,0.1256943940097699,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,1,k256,F16,geometric,0.14294242599862628,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F16,original_full,0.14297439099755138,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F16,layout_full,0.12535899398790207,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F16,geometric,0.12327876999916043,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F8,original_full,0.13330291700549424,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F8,layout_full,0.13281172000279184,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,2,k256,F8,geometric,0.13168732899066526,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F8,original_full,0.1308161140041193,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F8,geometric,0.13119583200023044,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F8,layout_full,0.1328032049932517,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F16,original_full,0.12472073799290229,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F16,geometric,0.12303502199938521,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,3,k256,F16,layout_full,0.12513481300265994,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
1,0,original,F8,layout_full,0.07055021099222358,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,original,F8,geometric,0.06885811399843078,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,original,F8,original_full,0.06809554999927059,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,original,F16,layout_full,0.0713191300019389,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,original,F16,geometric,0.06888240699481685,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,original,F16,original_full,0.0700820299971383,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F16,layout_full,0.07106880299397744,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F16,original_full,0.06991583800117951,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F16,geometric,0.0692111649987055,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F8,layout_full,0.07019749098981265,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F8,original_full,0.06802009500097483,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,1,original,F8,geometric,0.06828779200441204,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F8,original_full,0.0777644220070215,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F8,layout_full,0.08016544299607631,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F8,geometric,0.07830779100186191,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F16,original_full,0.08068163099233061,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F16,layout_full,0.08070663300168235,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,2,original,F16,geometric,0.07836983598826919,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F16,original_full,0.07921067500137724,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F16,geometric,0.07841781000024639,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F16,layout_full,0.08051822800189257,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F8,original_full,0.07624991300690453,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F8,geometric,0.07772306200058665,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,3,original,F8,layout_full,0.0793161869951291,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
1,0,k64,F16,layout_full,0.07984967999800574,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k64,F16,geometric,0.0603944530012086,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k64,F16,original_full,0.0697258019936271,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k64,F8,layout_full,0.057469684004900046,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k64,F8,geometric,0.05414326299796812,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k64,F8,original_full,0.06740888800413813,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F8,layout_full,0.05745877799927257,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F8,original_full,0.05540771900268737,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F8,geometric,0.0542082290048711,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F16,layout_full,0.07044900899927597,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F16,original_full,0.05750179999449756,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,1,k64,F16,geometric,0.054784708001534455,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F16,original_full,0.06943704400327988,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F16,layout_full,0.05827242300438229,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F16,geometric,0.05667991300288122,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F8,original_full,0.06715644799987786,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F8,layout_full,0.05706001199723687,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,2,k64,F8,geometric,0.05400937200465705,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F8,original_full,0.06714331399416551,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F8,geometric,0.05431629400118254,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F8,layout_full,0.06912204300169833,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F16,original_full,0.05716733098961413,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F16,geometric,0.05445865300134756,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,3,k64,F16,layout_full,0.06994006599416025,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
1,0,k16,F8,layout_full,0.051345604995731264,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,0,k16,F8,geometric,0.046799025003565475,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,0,k16,F8,original_full,0.04963659499480855,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,0,k16,F16,layout_full,0.054204497995669954,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,0,k16,F16,geometric,0.04934422600490507,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,0,k16,F16,original_full,0.054014858993468806,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F16,layout_full,0.05396833400300238,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F16,original_full,0.05405402299948037,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F16,geometric,0.04912441498890985,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F8,layout_full,0.05121413500455674,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F8,original_full,0.04946654400555417,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,1,k16,F8,geometric,0.04706070800602902,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F8,original_full,0.04939545699744485,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F8,layout_full,0.051249607000499964,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F8,geometric,0.04684118200384546,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F16,original_full,0.05386750301113352,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F16,layout_full,0.054018162001739256,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,2,k16,F16,geometric,0.049261639011092484,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F16,original_full,0.05429295300564263,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F16,geometric,0.04929749401344452,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F16,layout_full,0.05408736699610017,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F8,original_full,0.05067753700132016,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F8,geometric,0.04759246100729797,367280,90,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
1,3,k16,F8,layout_full,0.05098475399427116,440391,108,b65ded9f0b0892bf0c056a679273dea504eaa5f2bee6f1b960c8de2d1248aa85
2,0,k64,F8,geometric,0.0692897789995186,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,k64,F8,original_full,0.06865573600225616,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,k64,F8,layout_full,0.06973798500257544,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,k64,F16,geometric,0.06882896499882918,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,k64,F16,original_full,0.07015140900330152,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,k64,F16,layout_full,0.0710785340052098,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F16,geometric,0.06875552800192963,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F16,layout_full,0.0701904529996682,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F16,original_full,0.06999096799700055,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F8,geometric,0.06797510098840576,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F8,layout_full,0.0700570369954221,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,1,k64,F8,original_full,0.06816775299375877,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F8,layout_full,0.06973531999392435,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F8,geometric,0.067765240004519,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F8,original_full,0.06784729300125036,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F16,layout_full,0.07044359100109432,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F16,geometric,0.06824037600017618,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,2,k64,F16,original_full,0.07013311400078237,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F16,layout_full,0.07421969198912848,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F16,original_full,0.07009244798973668,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F16,geometric,0.06821159699757118,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F8,layout_full,0.06938673900731374,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F8,original_full,0.06782125699101016,440391,108,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,3,k64,F8,geometric,0.06773016499937512,384759,94,4863a23e3edeb18d5e72d89fb0e25c0dbaea17762bbc98a7159803be72407a80
2,0,original,F16,geometric,0.07048719500016887,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,original,F16,original_full,0.07079429099394474,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,original,F16,layout_full,0.07606011400639545,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,original,F8,geometric,0.07811419700738043,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,original,F8,original_full,0.07668760899105109,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,original,F8,layout_full,0.07949547200405505,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F8,geometric,0.07735139899887145,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F8,layout_full,0.07906857100897469,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F8,original_full,0.07628525799373165,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F16,geometric,0.07788629400602076,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F16,layout_full,0.08316677999391686,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,1,original,F16,original_full,0.07904970800154842,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F16,layout_full,0.08010065898997709,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F16,geometric,0.06891671099583618,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F16,original_full,0.07005121899419464,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F8,layout_full,0.07015182700706646,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F8,geometric,0.06828200600284617,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,2,original,F8,original_full,0.06800727600057144,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F8,layout_full,0.06996702100150287,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F8,original_full,0.0679290229891194,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F8,geometric,0.06821132799086627,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F16,layout_full,0.07098350299929734,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F16,original_full,0.07007688700105064,440391,108,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,3,original,F16,geometric,0.06869041800382547,384971,94,13cae87e6a0f75a13f3e9a7881b33c42ab77680f6d13e99dcc00fa2de5963495
2,0,k256,F8,geometric,0.13227428900427185,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k256,F8,original_full,0.13132597600633744,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k256,F8,layout_full,0.1333959519979544,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k256,F16,geometric,0.12383895200036932,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k256,F16,original_full,0.1250936080032261,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k256,F16,layout_full,0.1256571720005013,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F16,geometric,0.123932522998075,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F16,layout_full,0.1256590499979211,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F16,original_full,0.12511411900050007,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F8,geometric,0.1315339499997208,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F8,layout_full,0.1331988920137519,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,1,k256,F8,original_full,0.13138086099934299,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F8,layout_full,0.13297070999396965,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F8,geometric,0.13164641699404456,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F8,original_full,0.13108745000499766,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F16,layout_full,0.12526354999863543,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F16,geometric,0.1233643319865223,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,2,k256,F16,original_full,0.1249288550025085,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F16,layout_full,0.12549180300266016,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F16,original_full,0.1292824389965972,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F16,geometric,0.12592773699725512,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F8,layout_full,0.13396696001291275,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F8,original_full,0.13162798699340783,440391,108,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,3,k256,F8,geometric,0.1321209839952644,400071,98,49160b0fece513842a1194c0aaca5b2d06de6de417533c401ac0c383b2e70611
2,0,k1024,F16,geometric,0.3417106520064408,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k1024,F16,original_full,0.34400090599956457,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k1024,F16,layout_full,0.34607372400932945,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k1024,F8,geometric,0.3798053240025183,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k1024,F8,original_full,0.38336436200188473,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,0,k1024,F8,layout_full,0.39340027200523764,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F8,geometric,0.3757629149913555,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F8,layout_full,0.37556647599558346,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F8,original_full,0.37900855200132355,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F16,geometric,0.33975741900212597,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F16,layout_full,0.34141723900393117,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,1,k1024,F16,original_full,0.3420426189986756,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F16,layout_full,0.3868364939989988,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F16,geometric,0.3426225169969257,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F16,original_full,0.3405630399938673,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F8,layout_full,0.37460014899261296,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F8,geometric,0.37354489500285126,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,2,k1024,F8,original_full,0.3769049639959121,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,3,k1024,F8,layout_full,0.37608132300374564,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,3,k1024,F8,original_full,0.3773181260039564,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,3,k1024,F8,geometric,0.37428388600528706,413156,101,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
2,3,k1024,F16,layout_full,0.34959540399722755,440391,108,1aa5d88ffa1f87e75ad08af781637cb073d2c862378f6b4dcf84f2a56c3d6fe3
